"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Latin America & Caribbean","DMA","Dominica","BCG","95.0","97.0","98.0","98.0","98.0","97.0","98.0","98.0","99.0","99.0","98.0","90.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","87.0","90.0","84.0","99.0","48.0","57.0","65.0"
"Latin America & Caribbean","DOM","Dominican Republic","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","92.0","92.0","95.0","96.0","97.0","95.0","97.0","98.0","90.0","99.0","86.0","88.0","79.0","90.0","86.0","82.0","78.0","74.0","70.0","63.0","60.0","57.0","54.0","51.0","43.0","41.0","38.0","34.0","29.0"
"Latin America & Caribbean","ECU","Ecuador","BCG","90.0","88.0","84.0","88.0","89.0","90.0","94.0","98.0","98.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","82.0","89.0","91.0","92.0","85.0","94.0","99.0","99.0","85.0","99.0","82.0","76.0"
"Middle East & North Africa","EGY","Egypt","BCG","95.0","86.0","96.0","96.0","96.0","98.0","95.0","98.0","98.0","98.0","98.0","98.0","99.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","99.0","98.0","95.0","93.0","95.0","95.0","92.0","92.0","89.0","83.0","80.0","72.0","77.0","80.0","53.0","53.0","50.0","50.0","50.0"
"Latin America & Caribbean","SLV","El Salvador","BCG","81.0","83.0","87.0","99.0","85.0","90.0","90.0","95.0","96.0","99.0","99.0","99.0","93.0","84.0","94.0","91.0","92.0","92.0","99.0","99.0","99.0","95.0","98.0","99.0","82.0","79.0","62.0","67.0","75.0","62.0","56.0","55.0","51.0","50.0","22.0","48.0","46.0","47.0","56.0"
"West & Central Africa","GNQ","Equatorial Guinea","BCG","63.0","63.0","59.0","48.0","56.0","64.0","66.0","66.0","71.0","71.0","71.0","72.0","72.0","72.0","72.0","72.0","72.0","73.0","73.0","73.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","95.0","94.0","49.0","49.0","40.0","30.0","28.0","","","","",""
"Eastern & Southern Africa","ERI","Eritrea","BCG","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","97.0","94.0","91.0","89.0","98.0","96.0","83.0","75.0","68.0","60.0","40.0","","","","","","","","","","","","",""
"Western Europe","EST","Estonia","BCG","92.0","94.0","95.0","95.0","95.0","96.0","97.0","99.0","97.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","","","","","","","","","","","","",""
"Eastern & Southern Africa","SWZ","Eswatini","BCG","98.0","98.0","97.0","98.0","99.0","99.0","99.0","98.0","98.0","97.0","96.0","95.0","94.0","93.0","92.0","91.0","90.0","89.0","88.0","87.0","86.0","85.0","85.0","99.0","99.0","98.0","97.0","71.0","96.0","96.0","95.0","94.0","91.0","79.0","73.0","72.0","66.0","59.0",""
"Eastern & Southern Africa","ETH","Ethiopia","BCG","85.0","85.0","83.0","88.0","69.0","68.0","74.0","80.0","76.0","74.0","71.0","69.0","66.0","64.0","60.0","59.0","58.0","57.0","56.0","54.0","54.0","54.0","57.0","61.0","65.0","36.0","26.0","29.0","64.0","44.0","27.0","28.0","13.0","11.0","8.0","7.0","6.0","5.0",""
"East Asia & Pacific","FJI","Fiji","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","97.0","97.0","97.0","96.0","96.0","95.0","95.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","98.0","96.0","99.0","94.0","99.0","98.0","98.0","95.0"
"Western Europe","FIN","Finland","BCG","","","","","","","","","","","","","98.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","91.0","91.0","99.0","90.0","80.0","83.0","86.0","90.0","90.0","90.0","90.0"
"Western Europe","FRA","France","BCG","","","","","","","","","","","","78.0","83.0","81.0","85.0","84.0","85.0","84.0","83.0","83.0","81.0","82.0","82.0","83.0","81.0","79.0","77.0","78.0","74.0","75.0","75.0","76.0","84.0","82.0","96.0","81.0","81.0","80.0","80.0"
"West & Central Africa","GAB","Gabon","BCG","87.0","93.0","94.0","98.0","91.0","92.0","97.0","94.0","94.0","93.0","93.0","92.0","92.0","92.0","91.0","91.0","90.0","90.0","89.0","89.0","90.0","90.0","90.0","90.0","94.0","97.0","97.0","97.0","96.0","96.0","95.0","95.0","90.0","80.0","77.0","80.0","82.0","",""
"West & Central Africa","GMB","Gambia","BCG","94.0","94.0","98.0","98.0","96.0","98.0","98.0","90.0","92.0","94.0","95.0","97.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","97.0","98.0","98.0","96.0","97.0","96.0","92.0","98.0","96.0","91.0","96.0","85.0"
"Eastern Europe & Central Asia","GEO","Georgia","BCG","97.0","96.0","98.0","96.0","96.0","95.0","95.0","96.0","96.0","95.0","95.0","96.0","95.0","95.0","91.0","87.0","91.0","94.0","95.0","95.0","94.0","76.0","70.0","70.0","30.0","30.0","67.0","","","","","","","","","","","",""
"West & Central Africa","GHA","Ghana","BCG","98.0","99.0","94.0","97.0","99.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","92.0","92.0","92.0","94.0","99.0","98.0","90.0","88.0","87.0","87.0","86.0","85.0","83.0","77.0","71.0","70.0","70.0","69.0","55.0","41.0","41.0","31.0","","",""
"Western Europe","GRC","Greece","BCG","","","","","","","","","","","","","","","","","","","","","","","","","50.0","65.0","76.0","90.0","86.0","82.0","77.0","73.0","69.0","65.0","60.0","56.0","76.0","95.0","95.0"
"Latin America & Caribbean","GTM","Guatemala","BCG","88.0","81.0","87.0","89.0","91.0","88.0","94.0","91.0","99.0","93.0","99.0","88.0","96.0","96.0","98.0","97.0","96.0","93.0","95.0","93.0","89.0","88.0","76.0","79.0","78.0","69.0","57.0","43.0","62.0","21.0","41.0","34.0","32.0","30.0","33.0","24.0","28.0","29.0","36.0"
"West & Central Africa","GIN","Guinea","BCG","72.0","72.0","72.0","72.0","66.0","71.0","77.0","82.0","93.0","91.0","87.0","84.0","81.0","80.0","79.0","80.0","80.0","81.0","81.0","82.0","76.0","76.0","77.0","78.0","75.0","70.0","65.0","60.0","50.0","31.0","31.0","27.0","23.0","18.0","14.0","10.0","7.0","4.0",""
"West & Central Africa","GNB","Guinea-Bissau","BCG","91.0","91.0","91.0","92.0","93.0","93.0","94.0","92.0","93.0","94.0","93.0","92.0","90.0","89.0","87.0","84.0","82.0","79.0","77.0","74.0","78.0","82.0","68.0","92.0","95.0","96.0","99.0","94.0","90.0","95.0","89.0","82.0","69.0","56.0","42.0","","","",""
"Latin America & Caribbean","GUY","Guyana","BCG","99.0","97.0","95.0","99.0","99.0","98.0","98.0","97.0","98.0","98.0","96.0","97.0","96.0","96.0","94.0","95.0","91.0","95.0","93.0","91.0","92.0","94.0","88.0","93.0","94.0","94.0","88.0","89.0","85.0","76.0","64.0","69.0","76.0","98.0","49.0","76.0","78.0","73.0","68.0"
"Latin America & Caribbean","HTI","Haiti","BCG","83.0","83.0","83.0","83.0","81.0","82.0","82.0","83.0","82.0","80.0","78.0","78.0","75.0","75.0","74.0","74.0","73.0","72.0","72.0","71.0","72.0","72.0","72.0","74.0","73.0","73.0","73.0","72.0","72.0","69.0","66.0","72.0","76.0","71.0","71.0","62.0","58.0","60.0",""
"Latin America & Caribbean","HND","Honduras","BCG","94.0","93.0","94.0","95.0","96.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","97.0","98.0","98.0","91.0","94.0","99.0","99.0","93.0","96.0","99.0","99.0","97.0","99.0","95.0","92.0","99.0","70.0","80.0","64.0","66.0","72.0","65.0","41.0","55.0","50.0","41.0","25.0"
"Western Europe","HUN","Hungary","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0"
"South Asia","IND","India","BCG","92.0","92.0","89.0","87.0","89.0","91.0","90.0","90.0","89.0","88.0","86.0","87.0","86.0","86.0","80.0","77.0","75.0","75.0","74.0","74.0","73.0","72.0","79.0","81.0","71.0","69.0","65.0","62.0","66.0","28.0","23.0","23.0","9.0","8.0","7.0","6.0","4.0","4.0",""
"East Asia & Pacific","IDN","Indonesia","BCG","81.0","82.0","81.0","80.0","82.0","86.0","88.0","98.0","88.0","78.0","80.0","83.0","88.0","86.0","85.0","83.0","82.0","80.0","81.0","83.0","84.0","85.0","87.0","77.0","77.0","78.0","76.0","75.0","74.0","72.0","70.0","68.0","66.0","65.0","56.0","58.0","60.0","55.0","61.0"
"Middle East & North Africa","IRN","Iran (Islamic Republic of)","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","91.0","99.0","99.0","99.0","91.0","96.0","96.0","99.0","99.0","99.0","91.0","95.0","85.0","88.0","56.0","56.0","79.0","10.0","10.0","10.0","6.0","7.0"
"Middle East & North Africa","IRQ","Iraq","BCG","95.0","96.0","90.0","94.0","99.0","99.0","99.0","94.0","90.0","92.0","87.0","92.0","89.0","92.0","94.0","94.0","94.0","93.0","93.0","93.0","94.0","95.0","96.0","97.0","97.0","96.0","96.0","96.0","96.0","96.0","98.0","99.0","98.0","94.0","91.0","87.0","83.0","80.0","76.0"
"Western Europe","IRL","Ireland","BCG","","","18.0","77.0","74.0","76.0","42.0","41.0","30.0","30.0","34.0","33.0","31.0","31.0","30.0","90.0","90.0","89.0","89.0","89.0","89.0","89.0","88.0","87.0","86.0","86.0","85.0","84.0","84.0","83.0","82.0","81.0","81.0","80.0","75.0","75.0","","",""
"Middle East & North Africa","ISR","Israel","BCG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.0","70.0","75.0"
"Western Europe","ITA","Italy","BCG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","JAM","Jamaica","BCG","93.0","93.0","96.0","99.0","90.0","93.0","95.0","95.0","95.0","94.0","92.0","87.0","90.0","95.0","90.0","88.0","90.0","96.0","94.0","89.0","85.0","97.0","98.0","98.0","99.0","99.0","85.0","94.0","98.0","99.0","96.0","92.0","73.0","51.0","50.0","56.0","27.0","32.0","38.0"
"East Asia & Pacific","JPN","Japan","BCG","99.0","93.0","98.0","84.0","93.0","93.0","95.0","94.0","99.0","94.0","90.0","94.0","","","","","","","","","","","","","","91.0","93.0","94.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","91.0","96.0","85.0",""
"Middle East & North Africa","JOR","Jordan","BCG","94.0","99.0","99.0","98.0","95.0","98.0","96.0","95.0","95.0","95.0","95.0","90.0","95.0","89.0","58.0","67.0","29.0","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","KAZ","Kazakhstan","BCG","95.0","95.0","95.0","95.0","95.0","95.0","95.0","96.0","96.0","96.0","97.0","99.0","99.0","69.0","65.0","99.0","99.0","95.0","98.0","99.0","99.0","99.0","93.0","90.0","86.0","93.0","90.0","","","","","","","","","","","",""
"Eastern & Southern Africa","KEN","Kenya","BCG","95.0","89.0","99.0","87.0","94.0","92.0","97.0","99.0","99.0","99.0","98.0","92.0","92.0","85.0","87.0","87.0","91.0","94.0","91.0","88.0","99.0","96.0","96.0","97.0","97.0","96.0","96.0","94.0","92.0","90.0","90.0","86.0","80.0","82.0","76.0","","","",""
"East Asia & Pacific","KIR","Kiribati","BCG","89.0","89.0","79.0","79.0","72.0","86.0","95.0","86.0","87.0","76.0","83.0","90.0","91.0","93.0","94.0","91.0","88.0","85.0","80.0","70.0","97.0","99.0","99.0","47.0","60.0","87.0","79.0","94.0","93.0","99.0","98.0","68.0","65.0","62.0","54.0","72.0","91.0","68.0","66.0"
"Middle East & North Africa","KWT","Kuwait","BCG","99.0","99.0","96.0","99.0","99.0","99.0","97.0","99.0","98.0","99.0","99.0","94.0","84.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","KGZ","Kyrgyzstan","BCG","97.0","97.0","97.0","97.0","97.0","98.0","98.0","98.0","98.0","98.0","99.0","98.0","99.0","96.0","98.0","99.0","99.0","99.0","96.0","99.0","94.0","97.0","99.0","96.0","97.0","95.0","97.0","","","","","","","","","","","",""
"East Asia & Pacific","LAO","Lao People's Democratic Republic","BCG","79.0","81.0","78.0","83.0","82.0","82.0","81.0","77.0","72.0","67.0","68.0","56.0","61.0","65.0","60.0","65.0","65.0","60.0","69.0","63.0","56.0","58.0","61.0","62.0","69.0","42.0","34.0","34.0","26.0","29.0","27.0","15.0","10.0","8.0","7.0","7.0","6.0","4.0",""
