"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Western Europe","LVA","Latvia","BCG","95.0","96.0","96.0","93.0","92.0","94.0","94.0","93.0","92.0","96.0","95.0","95.0","95.0","97.0","98.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","91.0","93.0","","","","","","","","","","","",""
"Eastern & Southern Africa","LSO","Lesotho","BCG","98.0","98.0","98.0","98.0","98.0","98.0","93.0","87.0","90.0","92.0","95.0","95.0","95.0","96.0","96.0","96.0","90.0","83.0","88.0","92.0","93.0","94.0","95.0","96.0","95.0","93.0","92.0","90.0","89.0","87.0","86.0","84.0","88.0","91.0","89.0","87.0","84.0","81.0","81.0"
"West & Central Africa","LBR","Liberia","BCG","92.0","87.0","97.0","74.0","73.0","87.0","85.0","85.0","73.0","87.0","85.0","77.0","77.0","76.0","60.0","64.0","69.0","73.0","78.0","82.0","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","LBY","Libya","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","97.0","97.0","97.0","99.0","99.0","99.0","99.0","95.0","90.0","90.0","92.0","95.0","92.0","87.0","85.0","84.0","89.0","78.0","88.0"
"Western Europe","LTU","Lithuania","BCG","96.0","97.0","98.0","97.0","98.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","97.0","96.0","98.0","94.0","","","","","","","","","","","",""
"Eastern & Southern Africa","MDG","Madagascar","BCG","70.0","70.0","70.0","70.0","75.0","77.0","78.0","82.0","76.0","78.0","83.0","94.0","95.0","92.0","85.0","77.0","73.0","73.0","72.0","72.0","70.0","67.0","67.0","72.0","77.0","77.0","77.0","75.0","67.0","72.0","70.0","54.0","49.0","31.0","28.0","31.0","22.0","26.0","21.0"
"Eastern & Southern Africa","MWI","Malawi","BCG","92.0","89.0","86.0","90.0","97.0","96.0","99.0","99.0","97.0","95.0","97.0","95.0","99.0","99.0","97.0","91.0","78.0","93.0","83.0","87.0","99.0","99.0","95.0","97.0","94.0","96.0","98.0","96.0","97.0","96.0","90.0","92.0","87.0","87.0","74.0","81.0","87.0","86.0",""
"East Asia & Pacific","MYS","Malaysia","BCG","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","98.0","98.0","99.0","99.0","98.0","98.0","98.0","98.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","95.0","95.0","94.0","95.0","91.0","94.0"
"South Asia","MDV","Maldives","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","99.0","98.0","98.0","99.0","97.0","98.0","98.0","99.0","98.0","99.0","98.0","99.0","99.0","99.0","99.0","98.0","89.0","99.0","99.0","99.0","98.0","98.0","62.0","54.0","45.0","36.0","27.0","20.0","8.0","7.0"
"West & Central Africa","MLI","Mali","BCG","83.0","81.0","77.0","76.0","73.0","70.0","77.0","84.0","82.0","84.0","86.0","86.0","86.0","83.0","76.0","74.0","82.0","75.0","69.0","78.0","79.0","84.0","80.0","76.0","75.0","74.0","70.0","68.0","82.0","85.0","64.0","51.0","37.0","33.0","30.0","26.0","23.0","19.0",""
"Western Europe","MLT","Malta","BCG","","","","","","","","","","","","","","","","","","","","","","","96.0","92.0","77.0","77.0","79.0","87.0","77.0","79.0","67.0","79.0","72.0","65.0","63.0","63.0","","",""
"East Asia & Pacific","MHL","Marshall Islands","BCG","98.0","92.0","94.0","99.0","89.0","93.0","97.0","98.0","99.0","98.0","95.0","92.0","92.0","93.0","91.0","93.0","90.0","99.0","89.0","81.0","81.0","94.0","98.0","71.0","96.0","88.0","72.0","71.0","49.0","","","","","","","","","",""
"West & Central Africa","MRT","Mauritania","BCG","90.0","90.0","86.0","85.0","93.0","95.0","95.0","86.0","85.0","81.0","89.0","92.0","86.0","91.0","94.0","96.0","99.0","95.0","78.0","75.0","77.0","78.0","79.0","80.0","82.0","84.0","81.0","80.0","79.0","79.0","79.0","77.0","73.0","74.0","70.0","66.0","61.0","57.0",""
"Eastern & Southern Africa","MUS","Mauritius","BCG","99.0","99.0","98.0","98.0","97.0","99.0","99.0","99.0","99.0","95.0","96.0","98.0","97.0","99.0","99.0","99.0","87.0","89.0","88.0","86.0","87.0","87.0","86.0","86.0","87.0","87.0","87.0","87.0","87.0","88.0","88.0","87.0","88.0","87.0","88.0","88.0","89.0","87.0","89.0"
"Latin America & Caribbean","MEX","Mexico","BCG","96.0","94.0","99.0","98.0","96.0","91.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","93.0","94.0","89.0","67.0","80.0","72.0","71.0","54.0","16.0","47.0","52.0","50.0","41.0","48.0"
"East Asia & Pacific","FSM","Micronesia (Federated States of)","BCG","80.0","83.0","85.0","76.0","73.0","70.0","78.0","75.0","70.0","75.0","79.0","82.0","55.0","70.0","62.0","64.0","52.0","39.0","24.0","39.0","52.0","48.0","49.0","50.0","50.0","50.0","50.0","50.0","12.0","8.0","","","","","","","","",""
"Western Europe","MCO","Monaco","BCG","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","92.0","94.0","97.0","99.0","99.0","95.0","93.0","90.0","90.0","94.0","98.0","99.0","99.0","99.0","99.0","","","","","","","",""
"East Asia & Pacific","MNG","Mongolia","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","98.0","99.0","98.0","98.0","98.0","98.0","97.0","97.0","95.0","96.0","90.0","94.0","90.0","84.0","83.0","85.0","81.0","92.0","78.0","60.0","54.0","52.0","52.0","52.0","52.0","53.0","51.0"
"Eastern Europe & Central Asia","MNE","Montenegro","BCG","83.0","83.0","85.0","88.0","91.0","93.0","95.0","97.0","95.0","95.0","98.0","98.0","98.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","MAR","Morocco","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","96.0","95.0","95.0","95.0","92.0","92.0","93.0","97.0","93.0","90.0","94.0","96.0","96.0","97.0","99.0","97.0","96.0","96.0","91.0","92.0","92.0","83.0","77.0","70.0","62.0","50.0","",""
"Eastern & Southern Africa","MOZ","Mozambique","BCG","95.0","95.0","95.0","95.0","94.0","93.0","91.0","91.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","87.0","86.0","84.0","83.0","81.0","80.0","78.0","78.0","78.0","66.0","64.0","63.0","59.0","53.0","49.0","52.0","45.0","47.0","49.0","59.0","56.0","46.0",""
"East Asia & Pacific","MMR","Myanmar","BCG","90.0","91.0","88.0","94.0","92.0","86.0","87.0","93.0","93.0","93.0","88.0","89.0","85.0","76.0","85.0","80.0","82.0","75.0","88.0","90.0","95.0","94.0","92.0","90.0","83.0","80.0","77.0","69.0","95.0","66.0","60.0","54.0","28.0","45.0","36.0","28.0","20.0","15.0","9.0"
"Eastern & Southern Africa","NAM","Namibia","BCG","94.0","94.0","89.0","94.0","97.0","94.0","90.0","89.0","88.0","85.0","88.0","95.0","88.0","95.0","94.0","92.0","81.0","69.0","77.0","80.0","85.0","65.0","79.0","92.0","99.0","92.0","92.0","91.0","","","","","","","","","","",""
"East Asia & Pacific","NRU","Nauru","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","90.0","93.0","97.0","99.0","99.0","93.0","95.0","89.0","78.0","78.0","78.0","81.0","84.0","86.0","90.0","93.0","96.0","95.0","93.0","87.0","81.0","81.0","","","",""
"South Asia","NPL","Nepal","BCG","96.0","95.0","93.0","94.0","99.0","97.0","96.0","97.0","94.0","94.0","87.0","89.0","93.0","87.0","85.0","91.0","85.0","84.0","84.0","93.0","81.0","86.0","81.0","76.0","76.0","75.0","75.0","74.0","74.0","70.0","66.0","62.0","67.0","67.0","58.0","53.0","59.0","32.0","22.0"
"Latin America & Caribbean","NIC","Nicaragua","BCG","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","88.0","88.0","94.0","93.0","97.0","96.0","99.0","92.0","95.0","94.0","93.0","92.0","91.0","91.0","74.0","84.0","94.0","91.0","94.0","99.0","99.0","98.0","89.0","83.0","66.0","34.0"
"West & Central Africa","NER","Niger","BCG","87.0","92.0","91.0","94.0","87.0","43.0","85.0","53.0","81.0","86.0","78.0","73.0","69.0","64.0","61.0","58.0","56.0","53.0","50.0","47.0","48.0","48.0","53.0","53.0","32.0","34.0","38.0","38.0","50.0","32.0","27.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0",""
"West & Central Africa","NGA","Nigeria","BCG","53.0","53.0","58.0","58.0","51.0","50.0","51.0","57.0","62.0","76.0","65.0","53.0","52.0","49.0","45.0","42.0","38.0","41.0","44.0","46.0","49.0","29.0","43.0","42.0","55.0","52.0","57.0","60.0","80.0","61.0","54.0","47.0","40.0","28.0","16.0","19.0","21.0","23.0",""
"East Asia & Pacific","NIU","Niue","BCG","99.0","99.0","92.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","96.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","92.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","71.0","41.0","41.0","60.0","80.0","99.0","85.0"
"Middle East & North Africa","OMN","Oman","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","98.0","98.0","98.0","98.0","98.0","96.0","96.0","96.0","96.0","96.0","95.0","96.0","94.0","96.0","95.0","96.0","97.0","95.0","93.0","79.0","77.0","77.0","54.0","51.0"
"South Asia","PAK","Pakistan","BCG","86.0","86.0","86.0","86.0","85.0","84.0","84.0","83.0","74.0","74.0","75.0","77.0","77.0","78.0","78.0","80.0","82.0","78.0","74.0","70.0","66.0","62.0","59.0","73.0","75.0","77.0","80.0","80.0","80.0","80.0","77.0","72.0","69.0","62.0","55.0","35.0","12.0","11.0","6.0"
"Latin America & Caribbean","PAN","Panama","BCG","99.0","99.0","99.0","99.0","99.0","95.0","98.0","99.0","99.0","99.0","98.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","95.0","92.0","84.0","87.0","97.0","87.0","92.0","90.0","92.0","94.0","89.0","81.0","83.0","98.0","99.0"
"East Asia & Pacific","PNG","Papua New Guinea","BCG","69.0","79.0","89.0","82.0","98.0","99.0","99.0","99.0","96.0","96.0","85.0","84.0","92.0","90.0","89.0","89.0","84.0","81.0","88.0","82.0","86.0","88.0","80.0","91.0","85.0","94.0","82.0","89.0","92.0","82.0","80.0","74.0","76.0","66.0","66.0","58.0","50.0","64.0","62.0"
"Latin America & Caribbean","PRY","Paraguay","BCG","91.0","96.0","94.0","96.0","96.0","91.0","93.0","94.0","93.0","91.0","94.0","98.0","99.0","98.0","97.0","88.0","83.0","86.0","85.0","85.0","84.0","83.0","83.0","82.0","82.0","80.0","84.0","78.0","75.0","66.0","56.0","66.0","51.0","68.0","80.0","55.0","47.0","42.0","31.0"
"Latin America & Caribbean","PER","Peru","BCG","81.0","84.0","90.0","91.0","94.0","95.0","95.0","91.0","95.0","97.0","97.0","96.0","96.0","95.0","95.0","94.0","92.0","87.0","93.0","97.0","96.0","98.0","99.0","94.0","91.0","87.0","85.0","78.0","83.0","62.0","70.0","61.0","54.0","63.0","64.0","61.0","65.0","63.0","57.0"
"East Asia & Pacific","PHL","Philippines","BCG","75.0","82.0","90.0","80.0","79.0","87.0","89.0","91.0","83.0","90.0","93.0","90.0","91.0","91.0","91.0","86.0","85.0","92.0","92.0","92.0","92.0","91.0","86.0","82.0","86.0","91.0","94.0","97.0","96.0","96.0","95.0","90.0","84.0","76.0","71.0","69.0","66.0","61.0","56.0"
"Western Europe","POL","Poland","BCG","92.0","92.0","93.0","94.0","92.0","93.0","94.0","94.0","93.0","94.0","93.0","93.0","94.0","94.0","94.0","93.0","95.0","95.0","96.0","96.0","96.0","96.0","97.0","98.0","94.0","95.0","95.0","94.0","97.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","93.0","93.0","93.0"
"Western Europe","PRT","Portugal","BCG","","","","32.0","99.0","99.0","99.0","97.0","96.0","98.0","98.0","98.0","99.0","89.0","83.0","81.0","81.0","82.0","82.0","85.0","88.0","87.0","87.0","94.0","87.0","91.0","92.0","89.0","88.0","87.0","86.0","78.0","71.0","82.0","79.0","76.0","76.0","74.0",""
"Middle East & North Africa","QAT","Qatar","BCG","99.0","99.0","97.0","97.0","90.0","98.0","97.0","97.0","99.0","98.0","97.0","96.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","96.0","99.0","99.0","98.0","97.0","79.0","85.0","85.0","84.0","76.0","73.0","69.0","44.0","28.0","4.0"
"East Asia & Pacific","KOR","Republic of Korea","BCG","98.0","98.0","98.0","97.0","99.0","99.0","99.0","99.0","96.0","96.0","96.0","96.0","98.0","97.0","93.0","87.0","89.0","81.0","73.0","74.0","75.0","91.0","92.0","93.0","93.0","88.0","83.0","77.0","72.0","70.0","57.0","54.0","47.0","47.0","47.0","45.0","44.0","42.0",""
"Eastern Europe & Central Asia","MDA","Republic of Moldova","BCG","96.0","96.0","97.0","97.0","97.0","96.0","99.0","98.0","98.0","96.0","98.0","98.0","99.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","97.0","95.0","94.0","92.0","92.0","","","","","","","","","","","",""
"Eastern Europe & Central Asia","MKD","Republic of North Macedonia","BCG","97.0","97.0","99.0","94.0","99.0","97.0","95.0","94.0","96.0","98.0","94.0","95.0","92.0","99.0","94.0","95.0","91.0","97.0","97.0","97.0","90.0","97.0","98.0","95.0","90.0","95.0","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","ROU","Romania","BCG","96.0","97.0","84.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","90.0","90.0","93.0","95.0","93.0","","","","","",""
"Eastern Europe & Central Asia","RUS","Russian Federation","BCG","95.0","95.0","96.0","96.0","96.0","96.0","96.0","95.0","96.0","96.0","96.0","97.0","97.0","97.0","96.0","97.0","97.0","96.0","96.0","96.0","95.0","94.0","93.0","92.0","92.0","87.0","86.0","","","","","","","","","","","",""
"Eastern & Southern Africa","RWA","Rwanda","BCG","97.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","93.0","89.0","98.0","91.0","86.0","88.0","81.0","74.0","81.0","94.0","95.0","96.0","93.0","89.0","32.0","82.0","94.0","94.0","92.0","92.0","91.0","92.0","92.0","83.0","66.0","49.0","50.0","51.0",""
"Latin America & Caribbean","KNA","Saint Kitts and Nevis","BCG","97.0","97.0","96.0","95.0","99.0","94.0","95.0","99.0","91.0","93.0","95.0","97.0","99.0","99.0","89.0","99.0","99.0","95.0","99.0","99.0","99.0","99.0","96.0","94.0","91.0","88.0","86.0","83.0","80.0","78.0","75.0","","","","","","","",""
"Latin America & Caribbean","LCA","Saint Lucia","BCG","99.0","88.0","96.0","99.0","89.0","99.0","99.0","99.0","97.0","97.0","99.0","99.0","94.0","97.0","99.0","95.0","95.0","99.0","91.0","99.0","85.0","99.0","89.0","98.0","99.0","95.0","99.0","95.0","94.0","99.0","85.0","89.0","73.0","99.0","80.0","69.0","60.0","44.0","27.0"
"Latin America & Caribbean","VCT","Saint Vincent and the Grenadines","BCG","99.0","99.0","99.0","99.0","98.0","96.0","97.0","99.0","90.0","80.0","87.0","93.0","99.0","95.0","99.0","87.0","91.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","95.0","90.0","76.0","84.0","32.0","","","",""
"East Asia & Pacific","WSM","Samoa","BCG","62.0","83.0","76.0","83.0","89.0","89.0","90.0","95.0","87.0","92.0","98.0","91.0","84.0","86.0","93.0","73.0","98.0","98.0","97.0","99.0","99.0","99.0","98.0","96.0","97.0","94.0","91.0","95.0","97.0","80.0","97.0","98.0","97.0","97.0","97.0","99.0","96.0","84.0","72.0"
"West & Central Africa","STP","Sao Tome and Principe","BCG","96.0","94.0","92.0","97.0","95.0","97.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","99.0","99.0","96.0","92.0","81.0","81.0","80.0","70.0","85.0","95.0","86.0","77.0","83.0","99.0","99.0","94.0","88.0","88.0","99.0","75.0","82.0","86.0","90.0","95.0",""
"Middle East & North Africa","SAU","Saudi Arabia","BCG","98.0","97.0","98.0","98.0","98.0","99.0","99.0","98.0","98.0","98.0","98.0","96.0","95.0","96.0","95.0","94.0","98.0","94.0","94.0","92.0","92.0","91.0","91.0","94.0","94.0","93.0","91.0","85.0","90.0","96.0","93.0","91.0","90.0","89.0","88.0","72.0","56.0","49.0","33.0"
"West & Central Africa","SEN","Senegal","BCG","83.0","99.0","97.0","95.0","95.0","97.0","97.0","97.0","97.0","97.0","98.0","96.0","94.0","92.0","95.0","77.0","70.0","89.0","89.0","90.0","81.0","81.0","81.0","91.0","80.0","80.0","80.0","80.0","90.0","90.0","91.0","92.0","92.0","","","","","",""
"Eastern Europe & Central Asia","SRB","Serbia","BCG","98.0","97.0","98.0","98.0","98.0","97.0","98.0","99.0","99.0","98.0","99.0","98.0","99.0","98.0","97.0","94.0","91.0","88.0","85.0","82.0","89.0","96.0","97.0","97.0","97.0","97.0","97.0","","","","","","","","","","","",""
"Eastern & Southern Africa","SYC","Seychelles","BCG","97.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","96.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","94.0","94.0","94.0","94.0","92.0","95.0","98.0","83.0","67.0",""
"West & Central Africa","SLE","Sierra Leone","BCG","90.0","90.0","92.0","90.0","90.0","99.0","98.0","97.0","97.0","96.0","91.0","82.0","83.0","85.0","86.0","89.0","76.0","63.0","74.0","73.0","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SGP","Singapore","BCG","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","98.0","98.0","99.0","99.0","98.0","98.0","98.0","98.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","93.0","93.0","83.0","87.0","83.0","85.0"
"Western Europe","SVK","Slovakia","BCG","","","","","","","90.0","97.0","98.0","97.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","93.0","94.0","96.0","93.0","95.0","96.0","92.0","98.0","","","","","","","","","","","","","",""
"Western Europe","SVN","Slovenia","BCG","","","","","","","","","","","","","","","96.0","97.0","97.0","98.0","98.0","96.0","98.0","97.0","98.0","99.0","99.0","99.0","93.0","","","","","","","","","","","",""
"East Asia & Pacific","SLB","Solomon Islands","BCG","83.0","78.0","80.0","79.0","81.0","82.0","85.0","94.0","91.0","92.0","92.0","98.0","99.0","96.0","99.0","93.0","87.0","94.0","99.0","99.0","74.0","73.0","96.0","77.0","76.0","66.0","75.0","83.0","87.0","82.0","79.0","66.0","47.0","50.0","61.0","39.0","36.0","43.0","65.0"
"Eastern & Southern Africa","SOM","Somalia","BCG","37.0","37.0","37.0","37.0","37.0","37.0","37.0","39.0","41.0","29.0","36.0","38.0","40.0","50.0","50.0","65.0","60.0","70.0","69.0","71.0","54.0","37.0","43.0","46.0","48.0","42.0","37.0","31.0","31.0","31.0","39.0","33.0","28.0","30.0","17.0","7.0","8.0","3.0","6.0"
"Eastern & Southern Africa","ZAF","South Africa","BCG","70.0","75.0","90.0","83.0","93.0","88.0","86.0","84.0","81.0","82.0","84.0","79.0","79.0","76.0","78.0","81.0","84.0","86.0","89.0","92.0","94.0","97.0","95.0","95.0","95.0","95.0","66.0","63.0","57.0","73.0","55.0","64.0","61.0","70.0","67.0","71.0","","",""
"Eastern & Southern Africa","SSD","South Sudan","BCG","52.0","52.0","52.0","55.0","55.0","58.0","65.0","75.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"South Asia","LKA","Sri Lanka","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","97.0","90.0","96.0","88.0","90.0","86.0","88.0","87.0","88.0","84.0","90.0","81.0","76.0","79.0","71.0","67.0","64.0","65.0","58.0","61.0"
"Middle East & North Africa","PSE","State of Palestine","BCG","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","96.0","97.0","92.0","91.0","92.0","89.0","95.0","91.0","99.0","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SDN","Sudan","BCG","88.0","97.0","96.0","88.0","95.0","93.0","92.0","92.0","90.0","82.0","88.0","83.0","77.0","72.0","66.0","69.0","65.0","67.0","56.0","66.0","61.0","70.0","71.0","63.0","60.0","66.0","68.0","78.0","77.0","75.0","54.0","43.0","22.0","12.0","8.0","5.0","3.0","3.0","2.0"
"Western Europe","SWE","Sweden","BCG","26.0","25.0","26.0","24.0","26.0","27.0","24.0","23.0","23.0","21.0","23.0","23.0","21.0","20.0","18.0","17.0","16.0","16.0","16.0","16.0","16.0","15.0","14.0","14.0","13.0","13.0","13.0","12.0","13.0","13.0","14.0","14.0","14.0","16.0","16.0","10.0","6.0","4.0","3.0"
"Middle East & North Africa","SYR","Syrian Arab Republic","BCG","79.0","78.0","72.0","66.0","81.0","84.0","82.0","90.0","97.0","95.0","93.0","93.0","91.0","90.0","90.0","90.0","90.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","92.0","95.0","92.0","98.0","87.0","71.0","98.0","53.0","49.0","45.0","37.0","36.0","35.0"
"Eastern Europe & Central Asia","TJK","Tajikistan","BCG","99.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","98.0","82.0","89.0","83.0","93.0","97.0","95.0","98.0","97.0","96.0","98.0","98.0","98.0","99.0","99.0","96.0","96.0","69.0","88.0","","","","","","","","","","","",""
"East Asia & Pacific","THA","Thailand","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","91.0","93.0","83.0","80.0","76.0","75.0","73.0","71.0","68.0"
"East Asia & Pacific","TLS","Timor-Leste","BCG","95.0","95.0","86.0","79.0","79.0","86.0","86.0","79.0","79.0","74.0","85.0","74.0","74.0","70.0","72.0","72.0","75.0","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","TGO","Togo","BCG","83.0","75.0","79.0","86.0","79.0","97.0","97.0","97.0","97.0","91.0","92.0","91.0","96.0","96.0","91.0","79.0","81.0","83.0","84.0","81.0","70.0","76.0","79.0","83.0","86.0","89.0","92.0","96.0","99.0","94.0","91.0","95.0","53.0","54.0","55.0","51.0","48.0","44.0",""
"East Asia & Pacific","TON","Tonga","BCG","88.0","89.0","80.0","80.0","89.0","89.0","84.0","89.0","89.0","90.0","91.0","92.0","93.0","93.0","95.0","95.0","92.0","88.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","96.0","99.0","99.0","97.0","95.0","93.0","98.0","99.0","78.0","83.0","98.0","86.0","99.0"
"Middle East & North Africa","TUN","Tunisia","BCG","92.0","91.0","95.0","97.0","95.0","97.0","99.0","98.0","98.0","98.0","99.0","99.0","99.0","98.0","97.0","93.0","91.0","91.0","95.0","94.0","93.0","97.0","97.0","97.0","97.0","97.0","97.0","96.0","96.0","96.0","95.0","93.0","92.0","90.0","89.0","88.0","87.0","",""
"Eastern Europe & Central Asia","TUR","Turkey","BCG","96.0","93.0","96.0","96.0","95.0","96.0","96.0","96.0","97.0","96.0","96.0","94.0","88.0","88.0","85.0","88.0","89.0","95.0","96.0","93.0","91.0","89.0","89.0","90.0","91.0","90.0","89.0","91.0","93.0","95.0","97.0","87.0","82.0","76.0","71.0","65.0","47.0","42.0",""
"Eastern Europe & Central Asia","TKM","Turkmenistan","BCG","98.0","98.0","98.0","99.0","99.0","98.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","93.0","93.0","97.0","94.0","97.0","","","","","","","","","","","",""
"East Asia & Pacific","TUV","Tuvalu","BCG","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","88.0","90.0","87.0","97.0","95.0","96.0","98.0","95.0","86.0","92.0","90.0","90.0","99.0","78.0","89.0","99.0"
"Eastern & Southern Africa","UGA","Uganda","BCG","88.0","89.0","94.0","95.0","91.0","93.0","95.0","97.0","86.0","90.0","86.0","87.0","83.0","90.0","88.0","87.0","85.0","83.0","82.0","80.0","75.0","82.0","82.0","83.0","84.0","82.0","79.0","77.0","75.0","72.0","70.0","61.0","51.0","37.0","32.0","28.0","23.0","18.0",""
"Eastern Europe & Central Asia","UKR","Ukraine","BCG","90.0","84.0","75.0","39.0","39.0","95.0","95.0","90.0","92.0","94.0","95.0","98.0","97.0","96.0","98.0","98.0","98.0","98.0","98.0","99.0","97.0","97.0","97.0","95.0","92.0","89.0","93.0","","","","","","","","","","","",""
"Middle East & North Africa","ARE","United Arab Emirates","BCG","95.0","95.0","99.0","96.0","90.0","94.0","94.0","96.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","96.0","96.0","96.0","93.0","92.0","78.0","60.0","42.0","37.0","28.0","18.0","15.0"
"Eastern & Southern Africa","TZA","United Republic of Tanzania","BCG","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","93.0","89.0","89.0","90.0","91.0","91.0","91.0","88.0","91.0","86.0","87.0","83.0","85.0","80.0","96.0","92.0","94.0","99.0","95.0","85.0","92.0","93.0","94.0","82.0","90.0","73.0","83.0","64.0","74.0","72.0"
"Latin America & Caribbean","URY","Uruguay","BCG","98.0","98.0","98.0","98.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","98.0","98.0","92.0","92.0","93.0","99.0","76.0","76.0","56.0"
"Eastern Europe & Central Asia","UZB","Uzbekistan","BCG","96.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","96.0","99.0","99.0","93.0","99.0","99.0","99.0","98.0","98.0","98.0","97.0","97.0","96.0","99.0","93.0","98.0","98.0","","","","","","","","","","","",""
