"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Western Europe","SWE","Sweden","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","CHE","Switzerland","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SYR","Syrian Arab Republic","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TJK","Tajikistan","ROTAC","96.0","97.0","96.0","85.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","THA","Thailand","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TLS","Timor-Leste","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","TGO","Togo","ROTAC","89.0","90.0","90.0","85.0","35.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TON","Tonga","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","TTO","Trinidad and Tobago","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","TUN","Tunisia","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TUR","Turkey","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TKM","Turkmenistan","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TUV","Tuvalu","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","UGA","Uganda","ROTAC","36.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UKR","Ukraine","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","ARE","United Arab Emirates","ROTAC","99.0","90.0","92.0","87.0","56.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","GBR","United Kingdom","ROTAC","91.0","90.0","90.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","TZA","United Republic of Tanzania","ROTAC","98.0","97.0","96.0","98.0","97.0","85.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North America","USA","United States","ROTAC","73.0","73.0","73.0","72.0","72.0","73.0","69.0","67.0","59.0","44.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","URY","Uruguay","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UZB","Uzbekistan","ROTAC","84.0","99.0","99.0","95.0","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VUT","Vanuatu","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VEN","Venezuela (Bolivarian Republic of)","ROTAC","","18.0","47.0","84.0","76.0","77.0","76.0","66.0","49.0","54.0","50.0","29.0","13.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VNM","Viet Nam","ROTAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","YEM","Yemen","ROTAC","64.0","68.0","59.0","52.0","57.0","56.0","23.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZMB","Zambia","ROTAC","91.0","96.0","90.0","82.0","73.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZWE","Zimbabwe","ROTAC","90.0","91.0","91.0","87.0","48.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
