"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"South Asia","NPL","Nepal","HIB3","91.0","90.0","87.0","91.0","92.0","92.0","90.0","92.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","NLD","Netherlands","HIB3","93.0","94.0","95.0","96.0","96.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","96.0","96.0","97.0","97.0","96.0","96.0","96.0","96.0","96.0","96.0","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","NZL","New Zealand","HIB3","92.0","93.0","92.0","92.0","93.0","92.0","93.0","94.0","89.0","98.0","86.0","78.0","80.0","80.0","83.0","85.0","88.0","90.0","90.0","88.0","81.0","86.0","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","NIC","Nicaragua","HIB3","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","93.0","88.0","86.0","79.0","86.0","85.0","87.0","83.0","80.0","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","NER","Niger","HIB3","79.0","85.0","80.0","84.0","81.0","73.0","71.0","75.0","70.0","71.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","NGA","Nigeria","HIB3","57.0","57.0","57.0","42.0","43.0","27.0","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","NIU","Niue","HIB3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","",""
"Western Europe","NOR","Norway","HIB3","96.0","96.0","96.0","95.0","94.0","95.0","95.0","95.0","94.0","95.0","94.0","95.0","95.0","93.0","94.0","94.0","95.0","93.0","93.0","94.0","95.0","96.0","97.0","","","","","","","","","","","","","","","",""
"Middle East & North Africa","OMN","Oman","HIB3","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","98.0","99.0","99.0","98.0","99.0","99.0","99.0","97.0","","","","","","","","","","","","","","","","","","","","","",""
"South Asia","PAK","Pakistan","HIB3","75.0","75.0","75.0","72.0","69.0","65.0","64.0","63.0","52.0","52.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","PLW","Palau","HIB3","92.0","95.0","98.0","89.0","99.0","99.0","89.0","85.0","66.0","48.0","92.0","95.0","98.0","98.0","98.0","94.0","90.0","93.0","96.0","96.0","74.0","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","PAN","Panama","HIB3","88.0","81.0","86.0","73.0","80.0","80.0","85.0","87.0","94.0","85.0","86.0","85.0","88.0","92.0","95.0","98.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","PNG","Papua New Guinea","HIB3","61.0","62.0","72.0","73.0","73.0","79.0","74.0","72.0","67.0","73.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","PRY","Paraguay","HIB3","88.0","91.0","92.0","92.0","93.0","90.0","91.0","91.0","91.0","85.0","87.0","88.0","92.0","93.0","92.0","86.0","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","PER","Peru","HIB3","84.0","83.0","89.0","90.0","88.0","88.0","95.0","91.0","93.0","93.0","93.0","93.0","94.0","94.0","96.0","41.0","40.0","38.0","43.0","28.0","12.0","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","PHL","Philippines","HIB3","65.0","72.0","86.0","60.0","67.0","89.0","22.0","14.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","POL","Poland","HIB3","95.0","96.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","88.0","31.0","22.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","PRT","Portugal","HIB3","99.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","96.0","97.0","97.0","97.0","93.0","95.0","99.0","94.0","90.0","86.0","91.0","95.0","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","QAT","Qatar","HIB3","98.0","97.0","98.0","99.0","89.0","93.0","97.0","93.0","97.0","99.0","97.0","94.0","96.0","97.0","96.0","92.0","96.0","93.0","80.0","92.0","94.0","92.0","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","KOR","Republic of Korea","HIB3","98.0","97.0","97.0","98.0","97.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","MDA","Republic of Moldova","HIB3","92.0","88.0","89.0","86.0","89.0","89.0","90.0","78.0","63.0","47.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","MKD","Republic of North Macedonia","HIB3","91.0","91.0","94.0","89.0","94.0","97.0","95.0","96.0","89.0","82.0","13.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","ROU","Romania","HIB3","86.0","82.0","89.0","89.0","90.0","91.0","92.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","RUS","Russian Federation","HIB3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","RWA","Rwanda","HIB3","97.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","97.0","99.0","95.0","89.0","96.0","88.0","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","KNA","Saint Kitts and Nevis","HIB3","98.0","98.0","98.0","94.0","98.0","97.0","98.0","98.0","96.0","97.0","97.0","99.0","99.0","99.0","95.0","99.0","95.0","99.0","12.0","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","LCA","Saint Lucia","HIB3","95.0","80.0","95.0","99.0","99.0","99.0","98.0","99.0","97.0","95.0","96.0","99.0","85.0","95.0","91.0","84.0","14.0","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VCT","Saint Vincent and the Grenadines","HIB3","97.0","99.0","99.0","99.0","98.0","98.0","97.0","96.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","27.0","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","WSM","Samoa","HIB3","34.0","74.0","80.0","84.0","81.0","85.0","82.0","74.0","70.0","55.0","32.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SMR","San Marino","HIB3","91.0","88.0","85.0","83.0","82.0","80.0","87.0","92.0","88.0","88.0","90.0","89.0","91.0","93.0","93.0","94.0","95.0","95.0","95.0","95.0","92.0","88.0","84.0","80.0","76.0","72.0","69.0","65.0","","","","","","","","","","",""
"West & Central Africa","STP","Sao Tome and Principe","HIB3","95.0","95.0","96.0","96.0","95.0","97.0","96.0","96.0","98.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SAU","Saudi Arabia","HIB3","96.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","96.0","96.0","96.0","96.0","95.0","95.0","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","SEN","Senegal","HIB3","82.0","91.0","93.0","89.0","89.0","92.0","91.0","92.0","89.0","86.0","88.0","94.0","89.0","18.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","SRB","Serbia","HIB3","96.0","95.0","92.0","95.0","94.0","92.0","90.0","93.0","91.0","94.0","98.0","89.0","42.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SYC","Seychelles","HIB3","99.0","97.0","96.0","97.0","99.0","98.0","98.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","SLE","Sierra Leone","HIB3","90.0","90.0","84.0","86.0","83.0","92.0","91.0","89.0","86.0","84.0","77.0","63.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SGP","Singapore","HIB3","96.0","96.0","96.0","96.0","86.0","85.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SVK","Slovakia","HIB3","96.0","96.0","96.0","96.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","92.0","70.0","59.0","47.0","36.0","30.0","3.0","","","","","","","","","","","","","","","",""
"Western Europe","SVN","Slovenia","HIB3","93.0","94.0","94.0","95.0","95.0","95.0","96.0","96.0","96.0","96.0","97.0","97.0","97.0","95.0","94.0","95.0","93.0","93.0","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SLB","Solomon Islands","HIB3","85.0","83.0","94.0","87.0","77.0","83.0","92.0","92.0","87.0","87.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SOM","Somalia","HIB3","42.0","42.0","42.0","42.0","42.0","42.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZAF","South Africa","HIB3","74.0","76.0","76.0","85.0","85.0","79.0","69.0","71.0","72.0","77.0","80.0","84.0","84.0","82.0","75.0","69.0","70.0","71.0","73.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SSD","South Sudan","HIB3","49.0","47.0","45.0","31.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","ESP","Spain","HIB3","94.0","95.0","97.0","97.0","96.0","96.0","97.0","97.0","97.0","96.0","97.0","96.0","98.0","96.0","97.0","98.0","97.0","96.0","92.0","82.0","82.0","","","","","","","","","","","","","","","","","",""
"South Asia","LKA","Sri Lanka","HIB3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","PSE","State of Palestine","HIB3","99.0","99.0","99.0","99.0","99.0","99.0","97.0","99.0","99.0","97.0","96.0","96.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SDN","Sudan","HIB3","93.0","95.0","93.0","93.0","94.0","93.0","92.0","93.0","75.0","72.0","78.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","SUR","Suriname","HIB3","95.0","81.0","91.0","89.0","85.0","86.0","84.0","86.0","86.0","87.0","84.0","84.0","84.0","83.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SWE","Sweden","HIB3","97.0","97.0","98.0","98.0","97.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","99.0","99.0","98.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","90.0","55.0","","","","","","","","","","",""
"Western Europe","CHE","Switzerland","HIB3","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","93.0","93.0","93.0","91.0","91.0","91.0","91.0","91.0","91.0","77.0","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SYR","Syrian Arab Republic","HIB3","48.0","48.0","42.0","41.0","43.0","41.0","45.0","72.0","80.0","80.0","79.0","80.0","80.0","80.0","81.0","82.0","83.0","84.0","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TJK","Tajikistan","HIB3","96.0","96.0","97.0","96.0","97.0","96.0","94.0","96.0","93.0","93.0","46.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","THA","Thailand","HIB3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TLS","Timor-Leste","HIB3","83.0","83.0","79.0","76.0","77.0","82.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","TGO","Togo","HIB3","88.0","90.0","89.0","88.0","87.0","84.0","84.0","85.0","83.0","78.0","24.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TON","Tonga","HIB3","81.0","81.0","78.0","78.0","80.0","82.0","77.0","82.0","81.0","81.0","81.0","82.0","82.0","82.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","TTO","Trinidad and Tobago","HIB3","99.0","89.0","97.0","90.0","92.0","92.0","92.0","90.0","90.0","90.0","90.0","88.0","89.0","95.0","94.0","92.0","59.0","85.0","74.0","49.0","8.0","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","TUN","Tunisia","HIB3","97.0","98.0","98.0","98.0","98.0","98.0","97.0","43.0","","","","","","80.0","97.0","96.0","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TUR","Turkey","HIB3","98.0","96.0","98.0","97.0","96.0","98.0","97.0","97.0","97.0","96.0","96.0","76.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TKM","Turkmenistan","HIB3","99.0","99.0","98.0","99.0","97.0","97.0","97.0","71.0","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TUV","Tuvalu","HIB3","89.0","96.0","94.0","96.0","89.0","90.0","97.0","96.0","89.0","84.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","UGA","Uganda","HIB3","93.0","94.0","93.0","89.0","85.0","84.0","83.0","82.0","80.0","79.0","71.0","73.0","64.0","64.0","62.0","44.0","29.0","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UKR","Ukraine","HIB3","39.0","39.0","47.0","38.0","38.0","83.0","83.0","26.0","51.0","66.0","81.0","46.0","11.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","ARE","United Arab Emirates","HIB3","99.0","98.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","93.0","92.0","92.0","92.0","94.0","94.0","94.0","94.0","92.0","92.0","94.0","","","","","","","","","","","","","","","","","","",""
"Western Europe","GBR","United Kingdom","HIB3","94.0","94.0","94.0","95.0","95.0","95.0","95.0","95.0","94.0","93.0","92.0","92.0","92.0","91.0","92.0","91.0","91.0","91.0","91.0","92.0","91.0","92.0","95.0","94.0","93.0","89.0","","","","","","","","","","","","",""
"Eastern & Southern Africa","TZA","United Republic of Tanzania","HIB3","98.0","97.0","97.0","98.0","97.0","91.0","92.0","90.0","91.0","85.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North America","USA","United States","HIB3","92.0","93.0","93.0","93.0","93.0","93.0","93.0","94.0","90.0","84.0","91.0","93.0","93.0","94.0","94.0","94.0","93.0","93.0","93.0","94.0","93.0","93.0","91.0","91.0","","","","","","","","","","","","","","",""
"Latin America & Caribbean","URY","Uruguay","HIB3","91.0","93.0","95.0","95.0","95.0","94.0","95.0","95.0","95.0","95.0","94.0","94.0","95.0","96.0","94.0","91.0","95.0","90.0","88.0","91.0","75.0","84.0","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UZB","Uzbekistan","HIB3","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VUT","Vanuatu","HIB3","85.0","85.0","81.0","80.0","86.0","86.0","64.0","64.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VEN","Venezuela (Bolivarian Republic of)","HIB3","60.0","66.0","84.0","87.0","78.0","82.0","81.0","78.0","78.0","84.0","51.0","62.0","71.0","87.0","60.0","54.0","59.0","34.0","2.0","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VNM","Viet Nam","HIB3","75.0","94.0","96.0","97.0","95.0","59.0","97.0","95.0","63.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","YEM","Yemen","HIB3","65.0","68.0","71.0","69.0","73.0","73.0","67.0","69.0","75.0","74.0","75.0","75.0","73.0","43.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZMB","Zambia","HIB3","90.0","94.0","91.0","90.0","86.0","79.0","78.0","81.0","83.0","94.0","87.0","80.0","81.0","82.0","83.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZWE","Zimbabwe","HIB3","89.0","89.0","90.0","87.0","91.0","95.0","97.0","94.0","90.0","73.0","75.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
