"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Middle East & North Africa","PSE","State of Palestine","PCV3","96.0","99.0","99.0","99.0","99.0","97.0","25.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SDN","Sudan","PCV3","93.0","95.0","93.0","93.0","97.0","30.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","SUR","Suriname","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SWE","Sweden","PCV3","97.0","97.0","97.0","97.0","96.0","97.0","97.0","98.0","98.0","98.0","60.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","CHE","Switzerland","PCV3","85.0","83.0","80.0","80.0","80.0","75.0","62.0","50.0","37.0","25.0","13.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SYR","Syrian Arab Republic","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TJK","Tajikistan","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","THA","Thailand","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TLS","Timor-Leste","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","TGO","Togo","PCV3","88.0","90.0","89.0","86.0","34.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TON","Tonga","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","TTO","Trinidad and Tobago","PCV3","99.0","93.0","91.0","93.0","95.0","80.0","39.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","TUN","Tunisia","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TUR","Turkey","PCV3","97.0","96.0","98.0","97.0","96.0","97.0","97.0","96.0","93.0","97.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TKM","Turkmenistan","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TUV","Tuvalu","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","UGA","Uganda","PCV3","92.0","90.0","77.0","64.0","60.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UKR","Ukraine","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","ARE","United Arab Emirates","PCV3","99.0","96.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","GBR","United Kingdom","PCV3","92.0","92.0","92.0","93.0","93.0","93.0","92.0","90.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","TZA","United Republic of Tanzania","PCV3","98.0","97.0","96.0","95.0","93.0","80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North America","USA","United States","PCV3","92.0","93.0","93.0","93.0","93.0","92.0","92.0","94.0","93.0","93.0","93.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","URY","Uruguay","PCV3","93.0","94.0","94.0","94.0","95.0","93.0","93.0","92.0","91.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UZB","Uzbekistan","PCV3","96.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VUT","Vanuatu","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VEN","Venezuela (Bolivarian Republic of)","PCV3","","","7.0","24.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VNM","Viet Nam","PCV3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","YEM","Yemen","PCV3","64.0","68.0","71.0","69.0","73.0","73.0","67.0","41.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZMB","Zambia","PCV3","90.0","94.0","90.0","81.0","77.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZWE","Zimbabwe","PCV3","89.0","89.0","90.0","87.0","91.0","95.0","21.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
