"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"West & Central Africa","BFA","Burkina Faso","DTP1","95.0","95.0","95.0","95.0","95.0","94.0","94.0","93.0","93.0","93.0","97.0","92.0","91.0","91.0","90.0","90.0","89.0","93.0","97.0","83.0","77.0","78.0","78.0","79.0","79.0","79.0","79.0","86.0","92.0","81.0","74.0","53.0","48.0","35.0","","","","",""
"Eastern & Southern Africa","BDI","Burundi","DTP1","94.0","94.0","97.0","97.0","98.0","98.0","98.0","99.0","99.0","99.0","98.0","99.0","99.0","96.0","95.0","93.0","91.0","90.0","88.0","86.0","86.0","86.0","86.0","86.0","72.0","84.0","93.0","94.0","95.0","94.0","68.0","87.0","76.0","61.0","51.0","69.0","58.0","61.0",""
"West & Central Africa","CPV","Cabo Verde","DTP1","99.0","97.0","96.0","97.0","99.0","93.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","96.0","95.0","95.0","94.0","94.0","93.0","93.0","92.0","90.0","90.0","95.0","96.0","96.0","95.0","96.0","99.0","96.0","97.0","77.0","64.0","56.0","47.0","","",""
"East Asia & Pacific","KHM","Cambodia","DTP1","94.0","94.0","94.0","94.0","94.0","94.0","97.0","95.0","93.0","99.0","95.0","87.0","85.0","85.0","92.0","74.0","60.0","65.0","78.0","73.0","78.0","62.0","59.0","55.0","53.0","51.0","48.0","63.0","63.0","72.0","70.0","62.0","62.0","47.0","40.0","","","",""
"West & Central Africa","CMR","Cameroon","DTP1","86.0","93.0","92.0","92.0","93.0","95.0","94.0","90.0","92.0","88.0","93.0","90.0","87.0","85.0","80.0","79.0","75.0","70.0","66.0","69.0","71.0","72.0","71.0","71.0","63.0","62.0","62.0","67.0","70.0","73.0","68.0","63.0","58.0","52.0","46.0","44.0","31.0","18.0",""
"North America","CAN","Canada","DTP1","95.0","95.0","95.0","95.0","95.0","95.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","98.0","97.0","97.0","96.0","96.0","96.0","96.0","95.0","95.0","95.0","","","","","","",""
"West & Central Africa","CAF","Central African Republic","DTP1","69.0","69.0","69.0","69.0","69.0","35.0","69.0","69.0","67.0","65.0","65.0","65.0","64.0","64.0","64.0","65.0","65.0","65.0","60.0","55.0","61.0","66.0","72.0","77.0","76.0","75.0","75.0","85.0","95.0","84.0","67.0","46.0","42.0","44.0","40.0","39.0","36.0","32.0","35.0"
"West & Central Africa","TCD","Chad","DTP1","55.0","55.0","55.0","57.0","58.0","58.0","57.0","55.0","55.0","45.0","47.0","50.0","58.0","46.0","35.0","45.0","45.0","44.0","45.0","45.0","47.0","48.0","44.0","41.0","41.0","35.0","31.0","41.0","44.0","44.0","36.0","36.0","31.0","21.0","21.0","18.0","","",""
"Latin America & Caribbean","CHL","Chile","DTP1","99.0","98.0","99.0","97.0","99.0","92.0","90.0","98.0","93.0","94.0","96.0","98.0","95.0","92.0","94.0","98.0","98.0","99.0","98.0","97.0","97.0","96.0","97.0","97.0","97.0","96.0","96.0","97.0","98.0","98.0","98.0","97.0","96.0","99.0","99.0","96.0","99.0","99.0","97.0"
"East Asia & Pacific","CHN","China","DTP1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","95.0","95.0","95.0","95.0","95.0","94.0","94.0","94.0","94.0","94.0","93.0","95.0","96.0","97.0","97.0","98.0","98.0","98.0","91.0","92.0","92.0","90.0","80.0","","",""
"Latin America & Caribbean","COL","Colombia","DTP1","92.0","94.0","93.0","93.0","91.0","97.0","91.0","95.0","96.0","97.0","97.0","97.0","97.0","97.0","90.0","94.0","93.0","82.0","91.0","95.0","95.0","94.0","95.0","95.0","95.0","94.0","92.0","94.0","96.0","92.0","90.0","80.0","72.0","82.0","82.0","67.0","51.0","44.0","39.0"
"Eastern & Southern Africa","COM","Comoros","DTP1","96.0","96.0","96.0","96.0","93.0","90.0","91.0","92.0","81.0","89.0","85.0","79.0","78.0","77.0","85.0","82.0","96.0","85.0","85.0","73.0","90.0","72.0","82.0","91.0","80.0","88.0","63.0","76.0","97.0","94.0","68.0","88.0","88.0","75.0","56.0","","","",""
"West & Central Africa","COG","Congo","DTP1","79.0","75.0","76.0","85.0","95.0","90.0","90.0","90.0","90.0","92.0","93.0","80.0","81.0","73.0","67.0","62.0","50.0","44.0","45.0","46.0","46.0","47.0","62.0","74.0","78.0","82.0","86.0","90.0","92.0","92.0","89.0","89.0","88.0","77.0","77.0","74.0","72.0","67.0","67.0"
"East Asia & Pacific","COK","Cook Islands","DTP1","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","96.0","99.0","97.0","99.0","98.0","98.0","97.0","91.0","97.0","95.0","99.0","95.0","95.0","97.0","96.0","97.0","94.0","95.0","92.0","72.0","80.0","75.0","71.0","65.0"
"Latin America & Caribbean","CRI","Costa Rica","DTP1","95.0","99.0","99.0","93.0","91.0","98.0","92.0","87.0","96.0","91.0","90.0","90.0","89.0","97.0","96.0","89.0","98.0","91.0","90.0","92.0","95.0","97.0","95.0","95.0","96.0","96.0","96.0","96.0","98.0","95.0","95.0","97.0","96.0","96.0","97.0","95.0","93.0","95.0","95.0"
"West & Central Africa","CIV","Cote d'Ivoire","DTP1","95.0","93.0","96.0","96.0","93.0","89.0","93.0","75.0","95.0","95.0","89.0","93.0","95.0","83.0","73.0","71.0","76.0","81.0","85.0","77.0","74.0","77.0","70.0","64.0","72.0","77.0","73.0","64.0","77.0","67.0","56.0","56.0","55.0","50.0","42.0","","","",""
"Eastern Europe & Central Asia","HRV","Croatia","DTP1","98.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","96.0","96.0","96.0","96.0","98.0","99.0","94.0","95.0","96.0","96.0","97.0","97.0","96.0","95.0","95.0","94.0","","","","","","","","","","","",""
"Latin America & Caribbean","CUB","Cuba","DTP1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","96.0","98.0","96.0","97.0","98.0","99.0","89.0","90.0","99.0","99.0","98.0","95.0","99.0","99.0","96.0","99.0","99.0","99.0","97.0","99.0","97.0","98.0","98.0","95.0","99.0","97.0","95.0","99.0","99.0","87.0","86.0"
"Western Europe","CYP","Cyprus","DTP1","99.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","96.0","97.0","97.0","82.0","55.0","59.0","51.0","79.0","59.0"
"Western Europe","CZE","Czechia","DTP1","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","99.0","","","","","","","","","","","","",""
"East Asia & Pacific","PRK","Democratic People's Republic of Korea","DTP1","99.0","98.0","97.0","97.0","94.0","94.0","97.0","95.0","94.0","94.0","93.0","93.0","91.0","83.0","75.0","70.0","65.0","63.0","61.0","58.0","56.0","54.0","74.0","84.0","91.0","96.0","96.0","98.0","98.0","98.0","95.0","95.0","82.0","78.0","86.0","76.0","75.0","76.0","74.0"
"West & Central Africa","COD","Democratic Republic of the Congo","DTP1","82.0","82.0","80.0","82.0","81.0","79.0","81.0","85.0","71.0","82.0","73.0","78.0","71.0","68.0","66.0","53.0","47.0","49.0","49.0","46.0","44.0","41.0","41.0","47.0","51.0","54.0","47.0","39.0","60.0","63.0","66.0","63.0","57.0","62.0","52.0","39.0","40.0","41.0",""
"Western Europe","DNK","Denmark","DTP1","97.0","99.0","97.0","96.0","96.0","97.0","97.0","94.0","93.0","90.0","89.0","87.0","93.0","93.0","95.0","98.0","99.0","97.0","98.0","99.0","99.0","97.0","94.0","97.0","96.0","97.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","99.0","95.0","96.0","97.0","97.0","97.0"
"Eastern & Southern Africa","DJI","Djibouti","DTP1","91.0","83.0","74.0","90.0","93.0","87.0","85.0","89.0","90.0","90.0","90.0","92.0","76.0","73.0","81.0","76.0","72.0","65.0","66.0","63.0","60.0","57.0","66.0","66.0","66.0","66.0","66.0","77.0","95.0","91.0","85.0","50.0","48.0","46.0","45.0","36.0","25.0","",""
"Latin America & Caribbean","DMA","Dominica","DTP1","99.0","98.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","99.0","96.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","97.0","98.0","98.0","97.0","97.0","94.0","97.0","99.0","98.0","84.0"
"Latin America & Caribbean","DOM","Dominican Republic","DTP1","99.0","99.0","98.0","99.0","95.0","91.0","92.0","91.0","96.0","85.0","86.0","87.0","93.0","92.0","87.0","88.0","92.0","95.0","91.0","95.0","91.0","86.0","88.0","89.0","90.0","91.0","90.0","88.0","87.0","80.0","80.0","93.0","93.0","64.0","59.0","54.0","53.0","52.0","61.0"
"Latin America & Caribbean","ECU","Ecuador","DTP1","86.0","95.0","94.0","80.0","84.0","87.0","88.0","89.0","91.0","98.0","98.0","98.0","96.0","96.0","95.0","95.0","95.0","95.0","94.0","93.0","94.0","93.0","94.0","94.0","94.0","95.0","95.0","81.0","87.0","78.0","77.0","75.0","69.0","66.0","72.0","56.0","60.0","51.0","31.0"
"Middle East & North Africa","EGY","Egypt","DTP1","96.0","95.0","96.0","94.0","96.0","97.0","94.0","97.0","97.0","97.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","99.0","98.0","98.0","97.0","96.0","96.0","96.0","94.0","93.0","92.0","91.0","95.0","96.0","95.0","93.0","93.0","94.0","87.0","80.0","80.0","80.0","80.0"
"Latin America & Caribbean","SLV","El Salvador","DTP1","82.0","95.0","97.0","93.0","96.0","97.0","92.0","90.0","90.0","97.0","99.0","99.0","98.0","96.0","96.0","98.0","93.0","97.0","99.0","98.0","99.0","98.0","98.0","99.0","96.0","92.0","82.0","82.0","93.0","84.0","84.0","77.0","74.0","78.0","56.0","45.0","67.0","67.0","69.0"
"West & Central Africa","GNQ","Equatorial Guinea","DTP1","44.0","44.0","40.0","28.0","59.0","49.0","56.0","59.0","59.0","60.0","60.0","61.0","61.0","62.0","62.0","63.0","63.0","64.0","64.0","65.0","94.0","94.0","94.0","94.0","94.0","94.0","95.0","96.0","96.0","72.0","42.0","31.0","21.0","21.0","","","","",""
"Eastern & Southern Africa","ERI","Eritrea","DTP1","97.0","97.0","97.0","98.0","97.0","97.0","97.0","97.0","98.0","98.0","98.0","98.0","97.0","99.0","99.0","97.0","94.0","91.0","88.0","97.0","90.0","83.0","75.0","68.0","61.0","49.0","","","","","","","","","","","","",""
"Western Europe","EST","Estonia","DTP1","93.0","94.0","94.0","94.0","95.0","96.0","96.0","96.0","96.0","97.0","97.0","98.0","98.0","99.0","98.0","99.0","99.0","99.0","96.0","98.0","97.0","96.0","96.0","94.0","92.0","90.0","","","","","","","","","","","","",""
"Eastern & Southern Africa","SWZ","Eswatini","DTP1","96.0","96.0","96.0","96.0","99.0","99.0","97.0","98.0","95.0","95.0","96.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","94.0","94.0","94.0","94.0","94.0","94.0","98.0","96.0","97.0","92.0","96.0","96.0","96.0","95.0","90.0","82.0","74.0","68.0","64.0","55.0",""
"Eastern & Southern Africa","ETH","Ethiopia","DTP1","85.0","85.0","85.0","85.0","73.0","67.0","74.0","80.0","77.0","74.0","71.0","67.0","64.0","61.0","58.0","55.0","52.0","50.0","47.0","44.0","61.0","78.0","78.0","80.0","80.0","53.0","35.0","45.0","73.0","51.0","39.0","39.0","27.0","25.0","22.0","22.0","21.0","21.0",""
"East Asia & Pacific","FJI","Fiji","DTP1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","97.0","97.0","96.0","96.0","95.0","98.0","98.0","98.0","98.0","98.0","99.0","98.0","98.0","98.0","96.0","88.0","87.0","91.0","93.0","84.0","88.0","87.0"
"Western Europe","FIN","Finland","DTP1","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","96.0","99.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0"
"Western Europe","FRA","France","DTP1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","98.0","92.0","96.0","98.0","98.0","97.0","96.0","95.0","92.0","92.0"
"West & Central Africa","GAB","Gabon","DTP1","78.0","81.0","83.0","87.0","77.0","80.0","86.0","82.0","82.0","81.0","85.0","86.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","72.0","75.0","78.0","81.0","85.0","88.0","92.0","94.0","96.0","96.0","86.0","76.0","66.0","56.0","46.0","36.0","","",""
"West & Central Africa","GMB","Gambia","DTP1","94.0","93.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","98.0","96.0","98.0","98.0","95.0","96.0","97.0","96.0","97.0","97.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","97.0","96.0","98.0","96.0","96.0","95.0","93.0","90.0","91.0","88.0","91.0","87.0","89.0"
"Eastern Europe & Central Asia","GEO","Georgia","DTP1","99.0","98.0","97.0","97.0","99.0","99.0","94.0","98.0","99.0","99.0","99.0","99.0","99.0","91.0","88.0","95.0","96.0","97.0","89.0","88.0","87.0","88.0","90.0","91.0","80.0","77.0","80.0","","","","","","","","","","","",""
"Western Europe","DEU","Germany","DTP1","98.0","98.0","98.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","97.0","97.0","97.0","96.0","99.0","95.0","95.0","94.0","92.0","90.0","83.0","95.0","93.0","93.0","93.0","93.0","93.0","96.0","93.0","97.0","97.0","98.0","98.0",""
"West & Central Africa","GHA","Ghana","DTP1","97.0","99.0","94.0","97.0","99.0","94.0","92.0","94.0","96.0","96.0","96.0","96.0","87.0","88.0","88.0","87.0","84.0","81.0","96.0","86.0","87.0","88.0","88.0","88.0","88.0","86.0","83.0","82.0","80.0","75.0","72.0","67.0","60.0","46.0","42.0","47.0","47.0","46.0","27.0"
"Western Europe","GRC","Greece","DTP1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","95.0","77.0","77.0","94.0","94.0","93.0","77.0","82.0","89.0","94.0","98.0","89.0"
"Latin America & Caribbean","GRD","Grenada","DTP1","98.0","98.0","98.0","94.0","97.0","99.0","99.0","98.0","99.0","99.0","99.0","98.0","97.0","99.0","87.0","99.0","99.0","98.0","99.0","96.0","99.0","98.0","93.0","98.0","97.0","96.0","96.0","95.0","93.0","95.0","85.0","93.0","98.0","82.0","91.0","87.0","79.0","68.0","50.0"
"Latin America & Caribbean","GTM","Guatemala","DTP1","94.0","88.0","96.0","99.0","89.0","97.0","96.0","94.0","96.0","94.0","99.0","88.0","95.0","97.0","98.0","96.0","93.0","93.0","94.0","91.0","94.0","90.0","86.0","91.0","88.0","91.0","86.0","84.0","86.0","74.0","72.0","39.0","62.0","45.0","72.0","69.0","70.0","67.0","68.0"
"West & Central Africa","GIN","Guinea","DTP1","63.0","63.0","63.0","63.0","58.0","64.0","70.0","76.0","86.0","76.0","64.0","76.0","75.0","75.0","75.0","71.0","68.0","64.0","61.0","57.0","72.0","72.0","72.0","77.0","77.0","77.0","76.0","61.0","40.0","40.0","39.0","37.0","37.0","37.0","37.0","37.0","37.0","",""
"West & Central Africa","GNB","Guinea-Bissau","DTP1","89.0","89.0","89.0","90.0","92.0","93.0","94.0","92.0","93.0","94.0","91.0","89.0","86.0","83.0","81.0","79.0","77.0","75.0","73.0","68.0","76.0","83.0","77.0","70.0","90.0","89.0","86.0","84.0","82.0","86.0","95.0","87.0","88.0","57.0","57.0","45.0","","",""
"Latin America & Caribbean","GUY","Guyana","DTP1","99.0","97.0","97.0","96.0","99.0","98.0","99.0","97.0","99.0","99.0","94.0","96.0","95.0","93.0","97.0","93.0","96.0","98.0","97.0","97.0","97.0","96.0","94.0","95.0","96.0","97.0","92.0","93.0","94.0","91.0","84.0","86.0","84.0","91.0","88.0","79.0","77.0","70.0","60.0"
"Latin America & Caribbean","HTI","Haiti","DTP1","84.0","84.0","84.0","84.0","79.0","82.0","85.0","88.0","87.0","86.0","86.0","85.0","84.0","83.0","81.0","79.0","77.0","75.0","73.0","71.0","69.0","66.0","75.0","75.0","75.0","73.0","72.0","70.0","66.0","74.0","72.0","53.0","48.0","42.0","36.0","29.0","35.0","36.0","21.0"
"Latin America & Caribbean","HND","Honduras","DTP1","94.0","93.0","94.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","97.0","94.0","96.0","99.0","98.0","97.0","98.0","98.0","98.0","98.0","99.0","96.0","97.0","97.0","97.0","97.0","97.0","97.0","94.0","95.0","90.0","80.0","83.0","80.0","66.0","76.0","71.0","59.0","53.0"
"Western Europe","HUN","Hungary","DTP1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0"
