"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Middle East & North Africa","SAU","Saudi Arabia","HEPBB","98.0","96.0","98.0","98.0","98.0","99.0","99.0","98.0","98.0","98.0","98.0","96.0","95.0","96.0","95.0","94.0","98.0","94.0","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","SEN","Senegal","HEPBB","63.0","72.0","58.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","SRB","Serbia","HEPBB","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SYC","Seychelles","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","SLE","Sierra Leone","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SGP","Singapore","HEPBB","91.0","91.0","91.0","71.0","68.0","68.0","67.0","69.0","69.0","69.0","71.0","72.0","74.0","74.0","72.0","77.0","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SVK","Slovakia","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SVN","Slovenia","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SLB","Solomon Islands","HEPBB","67.0","67.0","67.0","65.0","62.0","58.0","59.0","61.0","62.0","71.0","80.0","83.0","81.0","80.0","78.0","76.0","73.0","99.0","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SOM","Somalia","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZAF","South Africa","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SSD","South Sudan","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","ESP","Spain","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"South Asia","LKA","Sri Lanka","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","PSE","State of Palestine","HEPBB","99.0","99.0","99.0","99.0","99.0","97.0","97.0","96.0","96.0","95.0","95.0","99.0","99.0","98.0","97.0","95.0","93.0","94.0","95.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SDN","Sudan","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","SUR","Suriname","HEPBB","79.0","80.0","80.0","65.0","64.0","45.0","51.0","46.0","41.0","36.0","69.0","67.0","64.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SWE","Sweden","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","CHE","Switzerland","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SYR","Syrian Arab Republic","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TJK","Tajikistan","HEPBB","99.0","99.0","92.0","95.0","98.0","98.0","98.0","98.0","96.0","97.0","85.0","83.0","94.0","98.0","90.0","77.0","80.0","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","THA","Thailand","HEPBB","99.0","99.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TLS","Timor-Leste","HEPBB","66.0","61.0","42.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","TGO","Togo","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TON","Tonga","HEPBB","88.0","88.0","80.0","81.0","89.0","89.0","84.0","89.0","88.0","88.0","88.0","89.0","89.0","89.0","89.0","89.0","88.0","89.0","89.0","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","TTO","Trinidad and Tobago","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","TUN","Tunisia","HEPBB","81.0","83.0","85.0","88.0","80.0","82.0","73.0","80.0","82.0","88.0","92.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TUR","Turkey","HEPBB","99.0","99.0","99.0","99.0","99.0","99.0","97.0","97.0","97.0","96.0","96.0","96.0","95.0","94.0","88.0","78.0","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TKM","Turkmenistan","HEPBB","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TUV","Tuvalu","HEPBB","99.0","99.0","99.0","98.0","99.0","97.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","91.0","90.0","83.0","92.0","99.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","UGA","Uganda","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UKR","Ukraine","HEPBB","49.0","49.0","37.0","57.0","57.0","51.0","51.0","53.0","64.0","73.0","82.0","89.0","88.0","96.0","99.0","85.0","70.0","34.0","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","ARE","United Arab Emirates","HEPBB","97.0","97.0","99.0","96.0","91.0","96.0","96.0","97.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","","","","","","","","","","","","","","","","","","","",""
"Western Europe","GBR","United Kingdom","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","TZA","United Republic of Tanzania","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North America","USA","United States","HEPBB","66.0","64.0","64.0","72.0","72.0","74.0","72.0","69.0","64.0","61.0","55.0","53.0","50.0","50.0","48.0","39.0","21.0","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","URY","Uruguay","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UZB","Uzbekistan","HEPBB","95.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","48.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VUT","Vanuatu","HEPBB","80.0","75.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VEN","Venezuela (Bolivarian Republic of)","HEPBB","55.0","56.0","56.0","64.0","72.0","80.0","67.0","78.0","73.0","66.0","73.0","64.0","61.0","63.0","57.0","44.0","34.0","35.0","14.0","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VNM","Viet Nam","HEPBB","74.0","77.0","68.0","70.0","55.0","56.0","76.0","55.0","21.0","40.0","25.0","27.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","YEM","Yemen","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZMB","Zambia","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZWE","Zimbabwe","HEPBB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
