"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Eastern Europe & Central Asia","AZE","Azerbaijan","DTP3","95.0","95.0","97.0","96.0","94.0","93.0","89.0","87.0","81.0","81.0","81.0","79.0","78.0","75.0","77.0","77.0","76.0","77.0","76.0","75.0","73.0","70.0","74.0","74.0","69.0","66.0","58.0","","","","","","","","","","","",""
"Latin America & Caribbean","BHS","Bahamas","DTP3","90.0","94.0","94.0","95.0","96.0","97.0","98.0","98.0","99.0","96.0","93.0","95.0","95.0","93.0","93.0","92.0","94.0","99.0","99.0","82.0","89.0","86.0","85.0","87.0","91.0","91.0","92.0","92.0","86.0","86.0","85.0","85.0","85.0","86.0","69.0","65.0","69.0","55.0","36.0"
"Middle East & North Africa","BHR","Bahrain","DTP3","99.0","97.0","99.0","98.0","98.0","99.0","99.0","99.0","99.0","98.0","97.0","97.0","98.0","98.0","98.0","97.0","98.0","99.0","97.0","97.0","98.0","98.0","96.0","95.0","96.0","94.0","94.0","99.0","94.0","96.0","96.0","95.0","92.0","90.0","86.0","83.0","79.0","75.0","72.0"
"South Asia","BGD","Bangladesh","DTP3","98.0","98.0","98.0","98.0","97.0","96.0","94.0","96.0","94.0","97.0","96.0","94.0","94.0","93.0","99.0","87.0","83.0","85.0","82.0","80.0","77.0","78.0","77.0","69.0","84.0","74.0","66.0","74.0","69.0","49.0","16.0","9.0","4.0","2.0","1.0","1.0","1.0","1.0",""
"Latin America & Caribbean","BRB","Barbados","DTP3","95.0","90.0","97.0","97.0","94.0","91.0","87.0","91.0","86.0","93.0","85.0","93.0","84.0","92.0","93.0","89.0","87.0","84.0","93.0","87.0","93.0","96.0","85.0","93.0","90.0","86.0","90.0","82.0","91.0","78.0","76.0","79.0","79.0","83.0","83.0","69.0","62.0","58.0","60.0"
"Eastern Europe & Central Asia","BLR","Belarus","DTP3","97.0","97.0","98.0","99.0","97.0","98.0","98.0","98.0","98.0","96.0","97.0","95.0","99.0","99.0","99.0","50.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","96.0","92.0","91.0","90.0","","","","","","","","","","","",""
"Western Europe","BEL","Belgium","DTP3","98.0","98.0","98.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","99.0","98.0","98.0","97.0","95.0","95.0","95.0","95.0","95.0","87.0","79.0","87.0","95.0","94.0","96.0","97.0","95.0","92.0","93.0","94.0","80.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0"
"Latin America & Caribbean","BLZ","Belize","DTP3","96.0","88.0","95.0","94.0","95.0","95.0","98.0","95.0","96.0","97.0","94.0","96.0","98.0","96.0","97.0","96.0","89.0","96.0","91.0","87.0","87.0","86.0","85.0","83.0","88.0","85.0","74.0","82.0","91.0","79.0","61.0","85.0","82.0","58.0","53.0","59.0","61.0","44.0","47.0"
"West & Central Africa","BEN","Benin","DTP3","76.0","76.0","76.0","74.0","74.0","77.0","80.0","75.0","76.0","79.0","75.0","82.0","74.0","70.0","72.0","73.0","75.0","76.0","78.0","74.0","70.0","66.0","66.0","67.0","81.0","75.0","73.0","69.0","74.0","48.0","30.0","25.0","17.0","17.0","","","","",""
"South Asia","BTN","Bhutan","DTP3","97.0","98.0","98.0","99.0","99.0","97.0","97.0","95.0","91.0","93.0","96.0","95.0","95.0","95.0","89.0","95.0","86.0","88.0","92.0","90.0","86.0","87.0","87.0","87.0","86.0","79.0","86.0","91.0","96.0","76.0","70.0","63.0","53.0","41.0","28.0","16.0","15.0","13.0","6.0"
"Latin America & Caribbean","BOL","Bolivia (Plurinational State of)","DTP3","83.0","84.0","87.0","89.0","85.0","87.0","93.0","95.0","91.0","93.0","88.0","84.0","83.0","85.0","84.0","88.0","77.0","71.0","75.0","77.0","61.0","58.0","61.0","64.0","58.0","52.0","45.0","43.0","41.0","52.0","28.0","35.0","42.0","33.0","6.0","10.0","12.0","13.0","11.0"
"Eastern Europe & Central Asia","BIH","Bosnia and Herzegovina","DTP3","73.0","75.0","78.0","82.0","86.0","89.0","92.0","88.0","89.0","90.0","91.0","95.0","87.0","93.0","84.0","87.0","80.0","91.0","85.0","90.0","89.0","79.0","67.0","55.0","82.0","38.0","58.0","","","","","","","","","","","",""
"Eastern & Southern Africa","BWA","Botswana","DTP3","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","97.0","97.0","97.0","97.0","98.0","96.0","96.0","95.0","94.0","94.0","94.0","93.0","92.0","92.0","88.0","88.0","86.0","84.0","83.0","82.0","82.0","75.0","71.0"
"Latin America & Caribbean","BRA","Brazil","DTP3","83.0","89.0","89.0","96.0","93.0","97.0","95.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","94.0","93.0","79.0","77.0","81.0","74.0","75.0","71.0","78.0","66.0","56.0","58.0","58.0","58.0","66.0","68.0","60.0","56.0","47.0","37.0"
"East Asia & Pacific","BRN","Brunei Darussalam","DTP3","99.0","99.0","99.0","99.0","99.0","99.0","95.0","97.0","95.0","99.0","98.0","99.0","97.0","94.0","92.0","92.0","94.0","97.0","99.0","92.0","97.0","99.0","99.0","99.0","99.0","99.0","96.0","95.0","93.0","91.0","89.0","85.0","86.0","88.0","96.0","85.0","99.0","94.0","89.0"
"Eastern Europe & Central Asia","BGR","Bulgaria","DTP3","92.0","92.0","92.0","91.0","88.0","95.0","95.0","95.0","94.0","94.0","95.0","95.0","95.0","96.0","95.0","96.0","93.0","94.0","93.0","96.0","95.0","94.0","95.0","96.0","93.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0"
"West & Central Africa","BFA","Burkina Faso","DTP3","91.0","91.0","91.0","91.0","91.0","88.0","90.0","91.0","91.0","92.0","93.0","89.0","86.0","82.0","79.0","79.0","69.0","62.0","45.0","15.0","15.0","39.0","37.0","34.0","36.0","39.0","39.0","53.0","66.0","44.0","34.0","23.0","19.0","9.0","","","","",""
"Eastern & Southern Africa","BDI","Burundi","DTP3","90.0","91.0","94.0","94.0","95.0","96.0","96.0","96.0","96.0","94.0","92.0","99.0","92.0","87.0","83.0","82.0","81.0","81.0","80.0","79.0","65.0","74.0","73.0","73.0","48.0","63.0","80.0","83.0","86.0","82.0","51.0","68.0","55.0","36.0","26.0","44.0","33.0","36.0",""
"West & Central Africa","CPV","Cabo Verde","DTP3","98.0","96.0","96.0","93.0","95.0","93.0","94.0","90.0","99.0","99.0","99.0","98.0","96.0","95.0","93.0","92.0","91.0","90.0","90.0","89.0","88.0","87.0","88.0","88.0","89.0","89.0","88.0","87.0","88.0","99.0","88.0","92.0","54.0","39.0","31.0","23.0","","",""
"East Asia & Pacific","KHM","Cambodia","DTP3","92.0","93.0","93.0","92.0","91.0","86.0","90.0","91.0","90.0","94.0","91.0","82.0","80.0","82.0","85.0","69.0","54.0","60.0","59.0","53.0","47.0","46.0","43.0","39.0","37.0","35.0","32.0","38.0","38.0","47.0","45.0","37.0","37.0","23.0","17.0","","","",""
"West & Central Africa","CMR","Cameroon","DTP3","79.0","86.0","85.0","84.0","87.0","89.0","85.0","82.0","84.0","80.0","84.0","82.0","81.0","80.0","73.0","73.0","66.0","63.0","62.0","59.0","56.0","48.0","46.0","46.0","38.0","37.0","37.0","42.0","48.0","56.0","50.0","44.0","39.0","33.0","27.0","25.0","15.0","5.0",""
"North America","CAN","Canada","DTP3","91.0","91.0","91.0","91.0","91.0","91.0","91.0","87.0","89.0","91.0","92.0","94.0","95.0","93.0","91.0","91.0","88.0","89.0","89.0","90.0","90.0","86.0","90.0","87.0","93.0","90.0","89.0","88.0","88.0","87.0","86.0","85.0","","","","","","",""
"West & Central Africa","CAF","Central African Republic","DTP3","47.0","47.0","47.0","47.0","47.0","23.0","47.0","47.0","45.0","42.0","45.0","48.0","51.0","54.0","51.0","47.0","44.0","40.0","37.0","33.0","43.0","43.0","48.0","53.0","48.0","47.0","45.0","64.0","82.0","64.0","42.0","22.0","19.0","20.0","17.0","16.0","14.0","11.0","13.0"
"West & Central Africa","TCD","Chad","DTP3","41.0","41.0","41.0","42.0","36.0","39.0","40.0","33.0","39.0","24.0","19.0","28.0","40.0","25.0","21.0","23.0","25.0","26.0","36.0","45.0","35.0","24.0","20.0","18.0","18.0","13.0","10.0","18.0","20.0","20.0","14.0","14.0","10.0","3.0","3.0","1.0","","",""
"Latin America & Caribbean","CHL","Chile","DTP3","95.0","93.0","95.0","96.0","95.0","91.0","90.0","94.0","92.0","94.0","95.0","96.0","94.0","91.0","93.0","96.0","97.0","97.0","91.0","95.0","90.0","90.0","91.0","94.0","94.0","90.0","90.0","94.0","95.0","95.0","96.0","93.0","90.0","99.0","99.0","89.0","99.0","99.0","93.0"
"East Asia & Pacific","CHN","China","DTP3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","93.0","93.0","87.0","87.0","86.0","86.0","86.0","85.0","85.0","84.0","84.0","83.0","80.0","85.0","88.0","91.0","94.0","97.0","95.0","95.0","75.0","78.0","78.0","73.0","58.0","","",""
"Latin America & Caribbean","COL","Colombia","DTP3","92.0","92.0","91.0","91.0","90.0","91.0","91.0","85.0","88.0","92.0","92.0","93.0","93.0","93.0","89.0","92.0","81.0","80.0","79.0","74.0","73.0","84.0","85.0","85.0","85.0","88.0","78.0","84.0","88.0","78.0","74.0","58.0","48.0","61.0","61.0","42.0","26.0","20.0","16.0"
"Eastern & Southern Africa","COM","Comoros","DTP3","91.0","91.0","91.0","91.0","87.0","87.0","86.0","83.0","74.0","83.0","81.0","75.0","69.0","68.0","76.0","80.0","89.0","70.0","70.0","73.0","75.0","48.0","60.0","75.0","58.0","70.0","38.0","52.0","94.0","82.0","43.0","71.0","71.0","51.0","31.0","","","",""
"West & Central Africa","COG","Congo","DTP3","75.0","69.0","71.0","80.0","90.0","85.0","85.0","82.0","74.0","78.0","79.0","72.0","73.0","62.0","67.0","50.0","41.0","31.0","33.0","29.0","26.0","23.0","37.0","50.0","55.0","60.0","67.0","74.0","79.0","79.0","72.0","72.0","71.0","54.0","53.0","50.0","47.0","42.0","42.0"
"East Asia & Pacific","COK","Cook Islands","DTP3","99.0","99.0","99.0","99.0","99.0","98.0","98.0","93.0","99.0","82.0","99.0","99.0","99.0","99.0","99.0","96.0","97.0","90.0","92.0","92.0","93.0","93.0","75.0","93.0","86.0","99.0","87.0","87.0","93.0","89.0","94.0","83.0","87.0","78.0","48.0","57.0","51.0","46.0","40.0"
"Latin America & Caribbean","CRI","Costa Rica","DTP3","94.0","96.0","97.0","92.0","91.0","95.0","91.0","85.0","88.0","86.0","90.0","89.0","89.0","91.0","90.0","88.0","94.0","91.0","88.0","86.0","85.0","94.0","85.0","85.0","88.0","88.0","90.0","90.0","95.0","86.0","87.0","94.0","89.0","90.0","93.0","86.0","81.0","85.0","86.0"
"West & Central Africa","CIV","Cote d'Ivoire","DTP3","82.0","83.0","85.0","77.0","73.0","75.0","82.0","62.0","85.0","81.0","74.0","76.0","77.0","76.0","67.0","61.0","64.0","66.0","65.0","58.0","58.0","58.0","55.0","52.0","50.0","50.0","49.0","39.0","54.0","42.0","31.0","31.0","30.0","25.0","19.0","","","",""
"Eastern Europe & Central Asia","HRV","Croatia","DTP3","93.0","92.0","93.0","94.0","95.0","96.0","96.0","96.0","97.0","96.0","96.0","96.0","96.0","96.0","96.0","94.0","95.0","94.0","93.0","93.0","93.0","92.0","91.0","90.0","87.0","85.0","83.0","","","","","","","","","","","",""
"Latin America & Caribbean","CUB","Cuba","DTP3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","96.0","96.0","95.0","93.0","89.0","89.0","88.0","72.0","99.0","98.0","95.0","95.0","99.0","99.0","90.0","99.0","99.0","99.0","94.0","99.0","92.0","96.0","98.0","87.0","99.0","91.0","86.0","99.0","99.0","68.0","67.0"
"Western Europe","CYP","Cyprus","DTP3","99.0","97.0","97.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","97.0","97.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","98.0","98.0","98.0","96.0","95.0","95.0","94.0","94.0","93.0","93.0","90.0","93.0","91.0","61.0","30.0","34.0","26.0","56.0","34.0"
"Western Europe","CZE","Czechia","DTP3","96.0","96.0","96.0","97.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","98.0","97.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","96.0","98.0","99.0","","","","","","","","","","","","",""
"East Asia & Pacific","PRK","Democratic People's Republic of Korea","DTP3","97.0","97.0","96.0","96.0","93.0","93.0","96.0","94.0","93.0","93.0","92.0","92.0","89.0","79.0","72.0","68.0","64.0","62.0","56.0","50.0","43.0","37.0","50.0","64.0","77.0","90.0","90.0","97.0","98.0","97.0","87.0","86.0","61.0","55.0","67.0","52.0","51.0","52.0","50.0"
"West & Central Africa","COD","Democratic Republic of the Congo","DTP3","81.0","81.0","79.0","81.0","80.0","74.0","75.0","74.0","60.0","72.0","65.0","70.0","62.0","60.0","54.0","41.0","38.0","30.0","40.0","25.0","18.0","18.0","18.0","23.0","26.0","29.0","23.0","16.0","35.0","38.0","41.0","38.0","32.0","37.0","27.0","16.0","17.0","18.0",""
"Western Europe","DNK","Denmark","DTP3","97.0","98.0","94.0","93.0","94.0","94.0","94.0","91.0","90.0","89.0","88.0","87.0","93.0","93.0","95.0","96.0","98.0","97.0","97.0","99.0","99.0","92.0","77.0","90.0","89.0","88.0","91.0","90.0","90.0","89.0","87.0","88.0","89.0","90.0","86.0","86.0","87.0","88.0","88.0"
"Eastern & Southern Africa","DJI","Djibouti","DTP3","84.0","76.0","68.0","84.0","78.0","82.0","81.0","87.0","88.0","89.0","89.0","88.0","72.0","71.0","64.0","68.0","62.0","53.0","46.0","23.0","23.0","32.0","41.0","41.0","41.0","41.0","41.0","53.0","85.0","77.0","65.0","25.0","24.0","22.0","21.0","14.0","6.0","",""
"Latin America & Caribbean","DMA","Dominica","DTP3","94.0","91.0","99.0","98.0","97.0","96.0","97.0","98.0","98.0","99.0","96.0","96.0","95.0","98.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","92.0","99.0","99.0","99.0","99.0","99.0","98.0","92.0","92.0","96.0","95.0","93.0","91.0","84.0","93.0","99.0","97.0","63.0"
"Latin America & Caribbean","DOM","Dominican Republic","DTP3","94.0","84.0","87.0","85.0","91.0","83.0","85.0","84.0","88.0","82.0","82.0","85.0","89.0","87.0","79.0","79.0","82.0","72.0","78.0","83.0","75.0","73.0","72.0","72.0","74.0","75.0","73.0","71.0","69.0","58.0","69.0","80.0","80.0","39.0","34.0","29.0","28.0","27.0","36.0"
"Latin America & Caribbean","ECU","Ecuador","DTP3","85.0","85.0","83.0","78.0","83.0","87.0","87.0","88.0","91.0","94.0","96.0","96.0","96.0","92.0","88.0","87.0","88.0","89.0","87.0","79.0","85.0","81.0","82.0","83.0","84.0","85.0","87.0","59.0","68.0","55.0","54.0","51.0","44.0","41.0","48.0","31.0","35.0","26.0","10.0"
"Middle East & North Africa","EGY","Egypt","DTP3","95.0","94.0","95.0","93.0","94.0","97.0","93.0","96.0","97.0","97.0","97.0","98.0","98.0","98.0","97.0","98.0","97.0","99.0","98.0","97.0","92.0","88.0","90.0","88.0","83.0","81.0","79.0","76.0","87.0","90.0","87.0","81.0","80.0","84.0","69.0","57.0","57.0","57.0","57.0"
"Latin America & Caribbean","SLV","El Salvador","DTP3","81.0","85.0","93.0","91.0","94.0","92.0","92.0","89.0","89.0","91.0","98.0","99.0","96.0","89.0","90.0","94.0","81.0","92.0","99.0","94.0","99.0","97.0","96.0","99.0","90.0","79.0","60.0","61.0","80.0","64.0","63.0","53.0","50.0","55.0","31.0","21.0","42.0","42.0","44.0"
"West & Central Africa","GNQ","Equatorial Guinea","DTP3","25.0","25.0","19.0","16.0","24.0","6.0","26.0","41.0","44.0","43.0","42.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","81.0","81.0","80.0","79.0","77.0","76.0","76.0","77.0","77.0","48.0","19.0","10.0","3.0","3.0","","","","",""
"Eastern & Southern Africa","ERI","Eritrea","DTP3","95.0","95.0","95.0","95.0","94.0","94.0","94.0","94.0","95.0","95.0","95.0","95.0","94.0","96.0","98.0","93.0","90.0","86.0","81.0","93.0","86.0","75.0","66.0","58.0","49.0","32.0","","","","","","","","","","","","",""
"Western Europe","EST","Estonia","DTP3","92.0","93.0","93.0","93.0","93.0","94.0","94.0","93.0","94.0","95.0","95.0","95.0","95.0","96.0","94.0","94.0","94.0","94.0","93.0","91.0","88.0","87.0","87.0","82.0","77.0","71.0","","","","","","","","","","","","",""
"Eastern & Southern Africa","SWZ","Eswatini","DTP3","90.0","90.0","90.0","90.0","98.0","98.0","95.0","91.0","89.0","88.0","88.0","87.0","87.0","86.0","86.0","85.0","85.0","84.0","84.0","83.0","83.0","82.0","82.0","82.0","96.0","89.0","93.0","79.0","89.0","89.0","89.0","86.0","74.0","61.0","50.0","43.0","39.0","30.0",""
"Eastern & Southern Africa","ETH","Ethiopia","DTP3","72.0","73.0","73.0","73.0","61.0","59.0","62.0","65.0","61.0","58.0","54.0","50.0","46.0","44.0","40.0","37.0","35.0","32.0","30.0","27.0","41.0","55.0","55.0","57.0","57.0","28.0","13.0","21.0","49.0","26.0","16.0","16.0","7.0","6.0","4.0","4.0","3.0","3.0",""
"East Asia & Pacific","FJI","Fiji","DTP3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","93.0","91.0","90.0","89.0","87.0","86.0","97.0","97.0","96.0","96.0","97.0","99.0","97.0","98.0","98.0","90.0","71.0","69.0","77.0","80.0","64.0","70.0","68.0"
"Western Europe","FIN","Finland","DTP3","91.0","89.0","92.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","97.0","98.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","95.0","90.0","90.0","99.0","98.0","97.0","96.0","95.0","94.0","94.0","92.0","92.0"
"Western Europe","FRA","France","DTP3","96.0","96.0","96.0","97.0","98.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","98.0","98.0","97.0","97.0","97.0","97.0","97.0","96.0","97.0","97.0","96.0","96.0","94.0","94.0","94.0","94.0","95.0","79.0","88.0","96.0","95.0","94.0","90.0","85.0","79.0","79.0"
"West & Central Africa","GAB","Gabon","DTP3","70.0","75.0","75.0","80.0","70.0","79.0","82.0","75.0","67.0","76.0","82.0","81.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","50.0","54.0","62.0","70.0","69.0","67.0","66.0","72.0","78.0","78.0","72.0","65.0","59.0","48.0","31.0","14.0","","",""
"West & Central Africa","GMB","Gambia","DTP3","93.0","92.0","95.0","97.0","96.0","97.0","98.0","96.0","97.0","98.0","96.0","95.0","95.0","95.0","87.0","87.0","87.0","87.0","80.0","74.0","85.0","96.0","96.0","96.0","93.0","90.0","85.0","85.0","92.0","87.0","82.0","85.0","73.0","78.0","70.0","62.0","80.0","76.0","63.0"
"Eastern Europe & Central Asia","GEO","Georgia","DTP3","93.0","91.0","92.0","94.0","91.0","93.0","92.0","94.0","92.0","88.0","92.0","98.0","88.0","82.0","78.0","75.0","84.0","87.0","80.0","84.0","80.0","80.0","80.0","79.0","58.0","54.0","58.0","","","","","","","","","","","",""
"Western Europe","DEU","Germany","DTP3","93.0","93.0","93.0","93.0","93.0","93.0","95.0","95.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","97.0","93.0","93.0","90.0","97.0","89.0","87.0","84.0","78.0","73.0","62.0","85.0","80.0","80.0","80.0","80.0","80.0","90.0","80.0","94.0","93.0","97.0","95.0",""
"West & Central Africa","GHA","Ghana","DTP3","97.0","99.0","93.0","88.0","98.0","90.0","92.0","91.0","94.0","94.0","93.0","94.0","84.0","84.0","80.0","80.0","78.0","79.0","88.0","79.0","76.0","71.0","71.0","70.0","70.0","66.0","62.0","60.0","58.0","51.0","47.0","42.0","35.0","22.0","19.0","23.0","23.0","22.0","7.0"
"Western Europe","GRC","Greece","DTP3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","92.0","91.0","89.0","88.0","89.0","90.0","90.0","90.0","90.0","89.0","89.0","85.0","54.0","54.0","83.0","82.0","80.0","54.0","60.0","72.0","83.0","95.0","72.0"
"Latin America & Caribbean","GRD","Grenada","DTP3","96.0","96.0","96.0","92.0","97.0","97.0","97.0","95.0","97.0","99.0","99.0","96.0","91.0","99.0","83.0","97.0","98.0","96.0","97.0","88.0","97.0","95.0","80.0","95.0","91.0","89.0","90.0","85.0","80.0","87.0","65.0","80.0","98.0","61.0","76.0","68.0","56.0","43.0","25.0"
"Latin America & Caribbean","GTM","Guatemala","DTP3","86.0","82.0","80.0","74.0","73.0","85.0","96.0","88.0","94.0","92.0","95.0","85.0","89.0","87.0","87.0","84.0","82.0","77.0","81.0","77.0","78.0","73.0","66.0","77.0","71.0","75.0","66.0","63.0","66.0","50.0","47.0","16.0","37.0","21.0","48.0","44.0","45.0","42.0","43.0"
"West & Central Africa","GIN","Guinea","DTP3","45.0","45.0","45.0","45.0","44.0","50.0","57.0","63.0","64.0","57.0","60.0","63.0","57.0","59.0","60.0","57.0","53.0","50.0","46.0","43.0","56.0","47.0","48.0","54.0","53.0","53.0","52.0","36.0","17.0","17.0","16.0","15.0","15.0","15.0","15.0","15.0","15.0","",""
"West & Central Africa","GNB","Guinea-Bissau","DTP3","88.0","88.0","88.0","88.0","88.0","87.0","87.0","86.0","83.0","80.0","77.0","74.0","71.0","68.0","64.0","60.0","57.0","53.0","49.0","45.0","54.0","63.0","53.0","45.0","74.0","63.0","67.0","63.0","61.0","54.0","66.0","55.0","47.0","18.0","18.0","9.0","","",""
"Latin America & Caribbean","GUY","Guyana","DTP3","95.0","97.0","97.0","95.0","98.0","98.0","97.0","93.0","95.0","98.0","93.0","94.0","93.0","93.0","91.0","90.0","91.0","85.0","88.0","83.0","90.0","88.0","83.0","86.0","90.0","93.0","79.0","81.0","83.0","77.0","64.0","67.0","64.0","75.0","70.0","58.0","53.0","45.0","35.0"
"Latin America & Caribbean","HTI","Haiti","DTP3","64.0","64.0","64.0","64.0","63.0","65.0","66.0","68.0","67.0","65.0","64.0","64.0","62.0","60.0","57.0","53.0","50.0","46.0","43.0","39.0","41.0","42.0","42.0","42.0","41.0","39.0","38.0","36.0","41.0","50.0","48.0","28.0","24.0","19.0","14.0","9.0","13.0","14.0","3.0"
"Latin America & Caribbean","HND","Honduras","DTP3","90.0","89.0","94.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","93.0","94.0","95.0","98.0","94.0","92.0","95.0","96.0","94.0","95.0","97.0","95.0","94.0","94.0","94.0","94.0","93.0","94.0","84.0","85.0","74.0","58.0","62.0","58.0","41.0","52.0","46.0","34.0","28.0"
"Western Europe","HUN","Hungary","DTP3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0"
"Western Europe","ISL","Iceland","DTP3","91.0","89.0","91.0","92.0","90.0","91.0","89.0","95.0","96.0","96.0","98.0","97.0","97.0","95.0","99.0","97.0","95.0","92.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","94.0","98.0","99.0","99.0"
