"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Eastern & Southern Africa","MOZ","Mozambique","RCV1","85.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","MMR","Myanmar","RCV1","93.0","83.0","91.0","84.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","NAM","Namibia","RCV1","82.0","80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","NRU","Nauru","RCV1","99.0","95.0","98.0","98.0","98.0","97.0","96.0","99.0","99.0","92.0","99.0","99.0","97.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"South Asia","NPL","Nepal","RCV1","91.0","90.0","83.0","85.0","88.0","88.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","NLD","Netherlands","RCV1","93.0","93.0","94.0","95.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","95.0","96.0","96.0","95.0","95.0","96.0","96.0","96.0","96.0","96.0","94.0","94.0","94.0","95.0","94.0","94.0","94.0","94.0","93.0","93.0","92.0","92.0","92.0","92.0","91.0","91.0"
"East Asia & Pacific","NZL","New Zealand","RCV1","92.0","93.0","92.0","93.0","93.0","92.0","92.0","93.0","91.0","89.0","86.0","79.0","82.0","82.0","83.0","84.0","84.0","85.0","85.0","83.0","81.0","99.0","92.0","84.0","87.0","85.0","82.0","82.0","90.0","83.0","75.0","67.0","60.0","64.0","67.0","71.0","74.0","77.0","80.0"
"Latin America & Caribbean","NIC","Nicaragua","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","96.0","84.0","93.0","98.0","99.0","86.0","87.0","91.0","","","","","","","","","","","","","","","","","",""
"West & Central Africa","NER","Niger","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","NGA","Nigeria","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","NIU","Niue","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","86.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","34.0","99.0","99.0","99.0","99.0","99.0","99.0","94.0","94.0","73.0","52.0","52.0","58.0","65.0","71.0","77.0"
"Western Europe","NOR","Norway","RCV1","96.0","96.0","96.0","95.0","94.0","93.0","94.0","93.0","93.0","93.0","93.0","92.0","92.0","90.0","89.0","86.0","87.0","90.0","88.0","90.0","91.0","93.0","92.0","92.0","94.0","93.0","96.0","94.0","87.0","84.0","87.0","87.0","87.0","90.0","80.0","80.0","","",""
"Middle East & North Africa","OMN","Oman","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","96.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","98.0","97.0","","","","","","","","","","","","","",""
"South Asia","PAK","Pakistan","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","PLW","Palau","RCV1","90.0","93.0","96.0","95.0","83.0","99.0","91.0","85.0","39.0","75.0","97.0","91.0","98.0","98.0","99.0","99.0","99.0","91.0","83.0","96.0","74.0","83.0","99.0","99.0","","","","","","","","","","","","","","",""
"Latin America & Caribbean","PAN","Panama","RCV1","98.0","98.0","95.0","93.0","90.0","92.0","98.0","97.0","97.0","96.0","96.0","95.0","95.0","99.0","97.0","95.0","95.0","95.0","97.0","90.0","96.0","92.0","90.0","84.0","84.0","83.0","76.0","","","","","","","","","","","",""
"East Asia & Pacific","PNG","Papua New Guinea","RCV1","61.0","62.0","70.0","79.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","PRY","Paraguay","RCV1","93.0","92.0","85.0","78.0","84.0","88.0","88.0","91.0","93.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","86.0","90.0","92.0","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","PER","Peru","RCV1","85.0","83.0","88.0","92.0","89.0","85.0","94.0","96.0","94.0","91.0","92.0","92.0","93.0","77.0","85.0","95.0","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","PHL","Philippines","RCV1","67.0","73.0","80.0","82.0","79.0","87.0","87.0","87.0","80.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","POL","Poland","RCV1","93.0","94.0","96.0","96.0","97.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","99.0","98.0","97.0","97.0","98.0","97.0","97.0","97.0","97.0","97.0","97.0","96.0","96.0","95.0","95.0","94.0","95.0","95.0","95.0","","","","","","","",""
"Western Europe","PRT","Portugal","RCV1","99.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","96.0","95.0","97.0","95.0","97.0","93.0","95.0","96.0","93.0","90.0","87.0","92.0","96.0","96.0","99.0","94.0","91.0","95.0","99.0","96.0","85.0","96.0","84.0","81.0","75.0","70.0","48.0","","","",""
"Middle East & North Africa","QAT","Qatar","RCV1","99.0","99.0","99.0","99.0","99.0","97.0","97.0","98.0","99.0","99.0","96.0","92.0","99.0","99.0","99.0","93.0","99.0","92.0","91.0","87.0","89.0","87.0","90.0","87.0","86.0","86.0","86.0","","","","","","","","","","","",""
"East Asia & Pacific","KOR","Republic of Korea","RCV1","98.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","98.0","93.0","92.0","92.0","99.0","99.0","99.0","96.0","97.0","96.0","95.0","90.0","85.0","85.0","89.0","93.0","92.0","92.0","93.0","93.0","93.0","95.0","70.0","82.0","89.0","89.0","61.0","33.0","5.0","",""
"Eastern Europe & Central Asia","MDA","Republic of Moldova","RCV1","93.0","93.0","88.0","89.0","90.0","91.0","91.0","91.0","97.0","90.0","95.0","96.0","96.0","97.0","96.0","96.0","94.0","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","MKD","Republic of North Macedonia","RCV1","83.0","83.0","82.0","89.0","93.0","96.0","96.0","97.0","98.0","96.0","98.0","96.0","94.0","96.0","96.0","96.0","98.0","92.0","97.0","98.0","96.0","98.0","91.0","97.0","88.0","98.0","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","ROU","Romania","RCV1","90.0","86.0","86.0","86.0","89.0","92.0","94.0","93.0","95.0","96.0","96.0","97.0","95.0","97.0","97.0","97.0","98.0","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","RUS","Russian Federation","RCV1","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","97.0","97.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","RWA","Rwanda","RCV1","99.0","97.0","95.0","96.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","KNA","Saint Kitts and Nevis","RCV1","96.0","93.0","94.0","95.0","93.0","99.0","95.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","90.0","99.0","99.0","99.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","90.0","77.0","91.0","","","","","","",""
"Latin America & Caribbean","LCA","Saint Lucia","RCV1","86.0","87.0","99.0","97.0","99.0","99.0","99.0","91.0","95.0","99.0","99.0","94.0","94.0","94.0","95.0","90.0","98.0","89.0","88.0","95.0","90.0","95.0","95.0","94.0","92.0","94.0","75.0","97.0","82.0","91.0","83.0","81.0","91.0","","","","","",""
"Latin America & Caribbean","VCT","Saint Vincent and the Grenadines","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","94.0","97.0","99.0","99.0","99.0","99.0","99.0","97.0","99.0","94.0","99.0","98.0","96.0","87.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","","","","","","","","","","",""
"East Asia & Pacific","WSM","Samoa","RCV1","31.0","58.0","68.0","69.0","82.0","90.0","76.0","59.0","56.0","45.0","44.0","63.0","54.0","57.0","25.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SMR","San Marino","RCV1","89.0","86.0","82.0","84.0","81.0","82.0","84.0","90.0","88.0","88.0","86.0","90.0","90.0","94.0","94.0","94.0","96.0","97.0","99.0","99.0","99.0","98.0","98.0","97.0","","","","","","","","","","","","","","",""
"West & Central Africa","STP","Sao Tome and Principe","RCV1","95.0","90.0","93.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SAU","Saudi Arabia","RCV1","98.0","96.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","96.0","95.0","97.0","97.0","96.0","97.0","94.0","94.0","92.0","93.0","92.0","92.0","94.0","93.0","91.0","88.0","95.0","","","","","","","","","","",""
"West & Central Africa","SEN","Senegal","RCV1","82.0","90.0","93.0","80.0","80.0","84.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","SRB","Serbia","RCV1","92.0","86.0","82.0","86.0","86.0","92.0","87.0","93.0","95.0","95.0","92.0","95.0","88.0","96.0","89.0","87.0","92.0","90.0","89.0","84.0","88.0","92.0","90.0","86.0","81.0","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SYC","Seychelles","RCV1","96.0","99.0","97.0","98.0","99.0","97.0","98.0","99.0","99.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","95.0","97.0","99.0","93.0","99.0","98.0","97.0","92.0","92.0","92.0","89.0","86.0","89.0","89.0","95.0","95.0","90.0","77.0","98.0","64.0","29.0",""
"West & Central Africa","SLE","Sierra Leone","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SGP","Singapore","RCV1","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","96.0","95.0","93.0","94.0","95.0","96.0","97.0","96.0","98.0","97.0","97.0","95.0","87.0","89.0","92.0","84.0","","","","","","","","","",""
"Western Europe","SVK","Slovakia","RCV1","96.0","96.0","95.0","95.0","97.0","98.0","99.0","98.0","98.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","97.0","","","","","","","","","","","","","",""
"Western Europe","SVN","Slovenia","RCV1","93.0","93.0","92.0","94.0","94.0","94.0","95.0","96.0","95.0","95.0","96.0","96.0","96.0","94.0","94.0","94.0","93.0","94.0","95.0","98.0","93.0","82.0","93.0","93.0","91.0","90.0","90.0","","","","","","","","","","","",""
"East Asia & Pacific","SLB","Solomon Islands","RCV1","93.0","84.0","82.0","75.0","76.0","76.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SOM","Somalia","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZAF","South Africa","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SSD","South Sudan","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","ESP","Spain","RCV1","97.0","98.0","97.0","96.0","96.0","95.0","97.0","97.0","95.0","98.0","98.0","97.0","97.0","97.0","97.0","98.0","97.0","96.0","94.0","95.0","93.0","93.0","90.0","90.0","90.0","90.0","83.0","85.0","99.0","97.0","84.0","85.0","83.0","79.0","68.0","40.0","27.0","8.0",""
"South Asia","LKA","Sri Lanka","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","98.0","98.0","99.0","99.0","96.0","99.0","99.0","99.0","99.0","95.0","94.0","94.0","89.0","","","","","","","","","","","","","","","",""
"Middle East & North Africa","PSE","State of Palestine","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","94.0","97.0","99.0","87.0","92.0","97.0","94.0","94.0","93.0","94.0","95.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SDN","Sudan","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","SUR","Suriname","RCV1","98.0","97.0","97.0","94.0","85.0","93.0","73.0","85.0","90.0","88.0","86.0","85.0","83.0","91.0","86.0","69.0","73.0","82.0","84.0","85.0","82.0","79.0","87.0","85.0","72.0","61.0","","","","","","","","","","","","",""
"Western Europe","SWE","Sweden","RCV1","97.0","97.0","97.0","98.0","97.0","97.0","98.0","97.0","97.0","97.0","96.0","96.0","97.0","96.0","96.0","95.0","95.0","94.0","91.0","89.0","94.0","96.0","96.0","97.0","97.0","97.0","96.0","96.0","96.0","95.0","95.0","94.0","94.0","94.0","94.0","93.0","91.0","",""
"Western Europe","CHE","Switzerland","RCV1","96.0","95.0","94.0","94.0","94.0","93.0","93.0","93.0","92.0","92.0","92.0","87.0","87.0","87.0","82.0","82.0","82.0","82.0","82.0","82.0","81.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","90.0","90.0","70.0","70.0","70.0","","","","","",""
"Middle East & North Africa","SYR","Syrian Arab Republic","RCV1","63.0","67.0","62.0","53.0","54.0","58.0","61.0","80.0","82.0","82.0","81.0","81.0","81.0","81.0","82.0","83.0","84.0","80.0","84.0","86.0","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TJK","Tajikistan","RCV1","98.0","98.0","97.0","97.0","98.0","92.0","94.0","98.0","94.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","THA","Thailand","RCV1","96.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","98.0","98.0","96.0","96.0","96.0","96.0","96.0","94.0","94.0","94.0","96.0","96.0","93.0","92.0","91.0","86.0","80.0","","","","","","","","","","","","",""
"East Asia & Pacific","TLS","Timor-Leste","RCV1","77.0","77.0","74.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","TGO","Togo","RCV1","73.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TON","Tonga","RCV1","85.0","85.0","84.0","85.0","85.0","86.0","81.0","85.0","86.0","87.0","89.0","90.0","90.0","92.0","93.0","93.0","85.0","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","TTO","Trinidad and Tobago","RCV1","90.0","93.0","86.0","89.0","96.0","91.0","85.0","92.0","92.0","94.0","91.0","91.0","89.0","93.0","95.0","88.0","87.0","91.0","90.0","88.0","90.0","88.0","88.0","84.0","86.0","87.0","83.0","93.0","70.0","59.0","72.0","68.0","42.0","32.0","10.0","","","",""
"Middle East & North Africa","TUN","Tunisia","RCV1","96.0","98.0","96.0","98.0","98.0","94.0","96.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TUR","Turkey","RCV1","96.0","96.0","98.0","97.0","94.0","98.0","96.0","98.0","97.0","97.0","97.0","96.0","98.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TKM","Turkmenistan","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TUV","Tuvalu","RCV1","88.0","95.0","96.0","94.0","94.0","96.0","98.0","98.0","85.0","90.0","93.0","95.0","84.0","62.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","UGA","Uganda","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UKR","Ukraine","RCV1","91.0","86.0","42.0","56.0","56.0","79.0","79.0","67.0","56.0","75.0","94.0","97.0","98.0","96.0","99.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","ARE","United Arab Emirates","RCV1","99.0","99.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","93.0","92.0","92.0","92.0","92.0","94.0","94.0","94.0","94.0","94.0","96.0","95.0","95.0","90.0","90.0","90.0","90.0","85.0","82.0","80.0","78.0","74.0","71.0","67.0","60.0","","","","",""
"Western Europe","GBR","United Kingdom","RCV1","92.0","92.0","92.0","93.0","93.0","93.0","92.0","90.0","89.0","86.0","86.0","86.0","85.0","82.0","81.0","82.0","85.0","85.0","88.0","88.0","87.0","91.0","92.0","92.0","91.0","91.0","92.0","90.0","87.0","84.0","80.0","76.0","71.0","68.0","63.0","60.0","58.0","55.0","53.0"
"Eastern & Southern Africa","TZA","United Republic of Tanzania","RCV1","99.0","99.0","90.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North America","USA","United States","RCV1","92.0","92.0","92.0","92.0","92.0","92.0","91.0","92.0","92.0","90.0","92.0","92.0","92.0","92.0","93.0","93.0","91.0","91.0","91.0","92.0","92.0","91.0","91.0","88.0","89.0","84.0","83.0","87.0","90.0","94.0","98.0","82.0","97.0","97.0","98.0","98.0","97.0","97.0","86.0"
"Latin America & Caribbean","URY","Uruguay","RCV1","97.0","96.0","95.0","96.0","96.0","96.0","96.0","95.0","95.0","94.0","95.0","96.0","94.0","95.0","95.0","95.0","95.0","94.0","89.0","99.0","96.0","92.0","89.0","90.0","90.0","90.0","93.0","96.0","97.0","82.0","72.0","88.0","82.0","59.0","66.0","65.0","52.0","",""
"Eastern Europe & Central Asia","UZB","Uzbekistan","RCV1","96.0","99.0","99.0","99.0","99.0","97.0","99.0","99.0","98.0","95.0","98.0","98.0","98.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VUT","Vanuatu","RCV1","75.0","80.0","84.0","76.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VEN","Venezuela (Bolivarian Republic of)","RCV1","74.0","96.0","88.0","92.0","89.0","85.0","87.0","86.0","79.0","87.0","93.0","87.0","82.0","76.0","80.0","83.0","83.0","98.0","84.0","84.0","92.0","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VNM","Viet Nam","RCV1","90.0","93.0","95.0","92.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","YEM","Yemen","RCV1","64.0","65.0","70.0","67.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZMB","Zambia","RCV1","94.0","96.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZWE","Zimbabwe","RCV1","88.0","90.0","95.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
