"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Eastern & Southern Africa","SWZ","Eswatini","RCV1","89.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ETH","Ethiopia","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","FJI","Fiji","RCV1","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","92.0","90.0","88.0","86.0","85.0","83.0","81.0","79.0","77.0","75.0","94.0","94.0","","","","","","","","","","","","","","",""
"Western Europe","FIN","Finland","RCV1","96.0","94.0","94.0","95.0","96.0","97.0","97.0","97.0","98.0","98.0","97.0","98.0","97.0","97.0","97.0","97.0","96.0","96.0","96.0","96.0","96.0","96.0","98.0","98.0","99.0","99.0","99.0","97.0","97.0","95.0","98.0","92.0","87.0","85.0","83.0","81.0","75.0","70.0",""
"Western Europe","FRA","France","RCV1","90.0","90.0","90.0","91.0","91.0","90.0","91.0","89.0","89.0","89.0","89.0","90.0","89.0","87.0","88.0","87.0","86.0","85.0","84.0","83.0","82.0","83.0","84.0","83.0","80.0","78.0","76.0","74.0","71.0","58.0","51.0","45.0","39.0","35.0","26.0","15.0","","",""
"West & Central Africa","GAB","Gabon","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","GMB","Gambia","RCV1","91.0","90.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","GEO","Georgia","RCV1","98.0","95.0","93.0","96.0","92.0","97.0","93.0","91.0","94.0","83.0","97.0","97.0","96.0","90.0","86.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","DEU","Germany","RCV1","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","96.0","96.0","96.0","95.0","94.0","94.0","92.0","92.0","92.0","91.0","91.0","92.0","90.0","89.0","75.0","75.0","","","","","","","","","","",""
"West & Central Africa","GHA","Ghana","RCV1","92.0","95.0","89.0","89.0","92.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","GRC","Greece","RCV1","97.0","97.0","97.0","97.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","92.0","91.0","89.0","88.0","89.0","90.0","90.0","70.0","","","","","","","","","","","","","","",""
"Latin America & Caribbean","GRD","Grenada","RCV1","84.0","85.0","95.0","99.0","94.0","94.0","94.0","95.0","95.0","98.0","99.0","98.0","98.0","99.0","74.0","99.0","96.0","99.0","92.0","94.0","97.0","92.0","85.0","88.0","87.0","99.0","","","","","","","","","","","","",""
"Latin America & Caribbean","GTM","Guatemala","RCV1","87.0","86.0","86.0","77.0","67.0","85.0","93.0","89.0","93.0","92.0","96.0","86.0","95.0","93.0","95.0","94.0","92.0","91.0","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","GIN","Guinea","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","GNB","Guinea-Bissau","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","GUY","Guyana","RCV1","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","95.0","97.0","95.0","96.0","90.0","92.0","88.0","89.0","93.0","92.0","86.0","87.0","93.0","82.0","91.0","77.0","","","","","","","","","","","","","","",""
"Latin America & Caribbean","HTI","Haiti","RCV1","69.0","69.0","69.0","69.0","69.0","68.0","66.0","65.0","64.0","63.0","62.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","HND","Honduras","RCV1","89.0","96.0","96.0","96.0","96.0","97.0","97.0","97.0","98.0","98.0","93.0","94.0","95.0","96.0","92.0","95.0","97.0","99.0","98.0","98.0","98.0","89.0","","","","","","","","","","","","","","","","",""
"Western Europe","HUN","Hungary","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","","","","","","","","",""
"Western Europe","ISL","Iceland","RCV1","93.0","92.0","91.0","93.0","90.0","91.0","90.0","94.0","93.0","92.0","96.0","95.0","95.0","90.0","93.0","93.0","91.0","88.0","91.0","94.0","96.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","95.0","96.0","96.0","81.0","","",""
"South Asia","IND","India","RCV1","90.0","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","IDN","Indonesia","RCV1","40.0","15.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","IRN","Iran (Islamic Republic of)","RCV1","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","99.0","98.0","97.0","99.0","94.0","96.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","IRQ","Iraq","RCV1","81.0","88.0","78.0","76.0","67.0","57.0","68.0","77.0","77.0","87.0","76.0","64.0","52.0","58.0","41.0","45.0","48.0","52.0","","","","","82.0","80.0","","","","","","","","","","","","","","",""
"Western Europe","IRL","Ireland","RCV1","92.0","92.0","92.0","93.0","93.0","93.0","92.0","92.0","90.0","90.0","89.0","87.0","86.0","84.0","81.0","78.0","73.0","73.0","79.0","77.0","77.0","77.0","77.0","77.0","78.0","78.0","78.0","78.0","78.0","78.0","68.0","66.0","65.0","63.0","10.0","10.0","","",""
"Middle East & North Africa","ISR","Israel","RCV1","98.0","98.0","97.0","98.0","97.0","98.0","96.0","97.0","96.0","97.0","98.0","97.0","96.0","94.0","97.0","96.0","95.0","95.0","95.0","94.0","94.0","97.0","96.0","93.0","","","","","","","","","","","","","","",""
"Western Europe","ITA","Italy","RCV1","93.0","92.0","87.0","85.0","87.0","90.0","90.0","90.0","91.0","90.0","90.0","90.0","88.0","87.0","86.0","84.0","81.0","77.0","74.0","70.0","55.0","57.0","55.0","50.0","50.0","50.0","50.0","50.0","43.0","","","","","","","","","",""
"Latin America & Caribbean","JAM","Jamaica","RCV1","89.0","95.0","95.0","91.0","92.0","94.0","93.0","88.0","89.0","88.0","88.0","76.0","87.0","84.0","86.0","78.0","86.0","85.0","88.0","82.0","88.0","88.0","96.0","90.0","82.0","80.0","","","","","","","","","","","","",""
"East Asia & Pacific","JPN","Japan","RCV1","97.0","97.0","96.0","96.0","98.0","95.0","96.0","94.0","94.0","94.0","95.0","96.0","97.0","98.0","98.0","98.0","98.0","98.0","96.0","95.0","95.0","94.0","94.0","93.0","81.0","68.0","69.0","71.0","73.0","77.0","","","","","","","","",""
"Middle East & North Africa","JOR","Jordan","RCV1","96.0","99.0","99.0","96.0","98.0","98.0","96.0","95.0","95.0","90.0","90.0","97.0","88.0","92.0","98.0","91.0","90.0","87.0","83.0","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","KAZ","Kazakhstan","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","96.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","KEN","Kenya","RCV1","89.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","KIR","Kiribati","RCV1","84.0","81.0","80.0","84.0","88.0","91.0","91.0","90.0","89.0","82.0","72.0","93.0","61.0","85.0","56.0","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","KWT","Kuwait","RCV1","99.0","99.0","99.0","93.0","94.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","97.0","97.0","97.0","99.0","99.0","96.0","99.0","95.0","99.0","98.0","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","KGZ","Kyrgyzstan","RCV1","96.0","95.0","97.0","99.0","96.0","99.0","98.0","97.0","99.0","99.0","99.0","99.0","97.0","99.0","99.0","99.0","98.0","99.0","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","LAO","Lao People's Democratic Republic","RCV1","69.0","72.0","66.0","83.0","87.0","82.0","72.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","LVA","Latvia","RCV1","98.0","96.0","93.0","96.0","95.0","96.0","90.0","92.0","95.0","92.0","96.0","95.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","96.0","81.0","81.0","80.0","","","","","","","","","","","","",""
"Middle East & North Africa","LBN","Lebanon","RCV1","63.0","63.0","63.0","63.0","63.0","65.0","68.0","70.0","73.0","75.0","65.0","55.0","45.0","63.0","58.0","53.0","59.0","65.0","71.0","77.0","83.0","89.0","85.0","85.0","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","LSO","Lesotho","RCV1","90.0","90.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","LBR","Liberia","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","LBY","Libya","RCV1","97.0","94.0","97.0","98.0","93.0","96.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","99.0","96.0","91.0","93.0","93.0","92.0","92.0","91.0","93.0","92.0","","","","","","","","","","","","","","",""
"Western Europe","LTU","Lithuania","RCV1","92.0","94.0","94.0","94.0","93.0","93.0","93.0","94.0","96.0","96.0","97.0","97.0","97.0","97.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","96.0","96.0","94.0","93.0","92.0","89.0","","","","","","","","","","","",""
"Western Europe","LUX","Luxembourg","RCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","96.0","96.0","96.0","96.0","96.0","95.0","95.0","95.0","95.0","94.0","94.0","93.0","92.0","92.0","91.0","91.0","88.0","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","MDG","Madagascar","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","MWI","Malawi","RCV1","87.0","83.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","MYS","Malaysia","RCV1","96.0","93.0","93.0","93.0","94.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","96.0","95.0","93.0","94.0","95.0","96.0","97.0","96.0","","","","","","","","","","","","","","","","","",""
"South Asia","MDV","Maldives","RCV1","99.0","99.0","99.0","99.0","97.0","99.0","99.0","96.0","96.0","96.0","76.0","56.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","MLI","Mali","RCV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","MLT","Malta","RCV1","96.0","91.0","93.0","89.0","98.0","99.0","93.0","84.0","73.0","82.0","78.0","79.0","94.0","86.0","94.0","90.0","65.0","70.0","74.0","67.0","60.0","56.0","51.0","51.0","71.0","90.0","92.0","90.0","80.0","86.0","41.0","59.0","35.0","10.0","","","","",""
"East Asia & Pacific","MHL","Marshall Islands","RCV1","83.0","83.0","75.0","75.0","79.0","79.0","78.0","88.0","97.0","78.0","86.0","94.0","96.0","86.0","70.0","90.0","80.0","64.0","94.0","93.0","93.0","","","","","","","","","","","","","","","","","",""
"West & Central Africa","MRT","Mauritania","RCV1","86.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","MUS","Mauritius","RCV1","99.0","89.0","92.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","98.0","98.0","91.0","84.0","90.0","84.0","80.0","85.0","87.0","61.0","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","MEX","Mexico","RCV1","97.0","76.0","96.0","97.0","97.0","89.0","99.0","98.0","95.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","95.0","96.0","94.0","96.0","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","FSM","Micronesia (Federated States of)","RCV1","73.0","76.0","70.0","74.0","83.0","91.0","91.0","92.0","80.0","86.0","86.0","92.0","83.0","96.0","85.0","91.0","88.0","84.0","85.0","79.0","82.0","74.0","82.0","90.0","83.0","80.0","78.0","76.0","81.0","94.0","84.0","69.0","","","","","","",""
"Western Europe","MCO","Monaco","RCV1","87.0","87.0","88.0","88.0","89.0","90.0","90.0","91.0","92.0","92.0","93.0","94.0","94.0","95.0","96.0","96.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","99.0","99.0","","","","","","","",""
"East Asia & Pacific","MNG","Mongolia","RCV1","99.0","99.0","98.0","98.0","98.0","97.0","99.0","98.0","97.0","94.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","MNE","Montenegro","RCV1","58.0","58.0","47.0","64.0","76.0","88.0","90.0","91.0","90.0","86.0","89.0","90.0","90.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","MAR","Morocco","RCV1","99.0","99.0","99.0","99.0","99.0","","","","","","","92.0","92.0","92.0","91.0","","","","","","","","","","","","","","","","","","","","","","","",""
