"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"East Asia & Pacific","PHL","Philippines","MCV2","40.0","46.0","47.0","51.0","47.0","45.0","35.0","33.0","10.0","19.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","POL","Poland","MCV2","92.0","93.0","93.0","94.0","95.0","93.0","95.0","95.0","94.0","95.0","97.0","98.0","99.0","90.0","96.0","97.0","97.0","96.0","96.0","","","","","","","","","","","","","","","","","","","",""
"Western Europe","PRT","Portugal","MCV2","96.0","95.0","95.0","95.0","96.0","96.0","96.0","96.0","95.0","95.0","95.0","95.0","95.0","87.0","79.0","72.0","64.0","56.0","48.0","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","QAT","Qatar","MCV2","95.0","93.0","92.0","91.0","95.0","99.0","99.0","99.0","98.0","99.0","95.0","91.0","87.0","98.0","95.0","91.0","91.0","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","KOR","Republic of Korea","MCV2","97.0","97.0","97.0","97.0","96.0","95.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","95.0","95.0","67.0","39.0","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","MDA","Republic of Moldova","MCV2","96.0","92.0","95.0","90.0","93.0","94.0","95.0","96.0","98.0","98.0","97.0","95.0","99.0","98.0","98.0","96.0","69.0","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","MKD","Republic of North Macedonia","MCV2","97.0","97.0","93.0","93.0","96.0","96.0","96.0","98.0","99.0","97.0","95.0","95.0","96.0","95.0","95.0","97.0","95.0","94.0","95.0","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","ROU","Romania","MCV2","81.0","75.0","76.0","80.0","84.0","88.0","90.0","91.0","93.0","94.0","95.0","96.0","96.0","96.0","96.0","97.0","97.0","97.0","96.0","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","RUS","Russian Federation","MCV2","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","98.0","97.0","97.0","97.0","97.0","97.0","97.0","96.0","93.0","88.0","86.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","RWA","Rwanda","MCV2","96.0","95.0","90.0","87.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","KNA","Saint Kitts and Nevis","MCV2","96.0","95.0","96.0","90.0","90.0","94.0","90.0","99.0","99.0","99.0","94.0","95.0","96.0","97.0","98.0","98.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","LCA","Saint Lucia","MCV2","68.0","73.0","88.0","95.0","79.0","62.0","80.0","72.0","74.0","63.0","22.0","33.0","45.0","56.0","67.0","69.0","71.0","73.0","89.0","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VCT","Saint Vincent and the Grenadines","MCV2","99.0","99.0","99.0","99.0","98.0","96.0","92.0","91.0","89.0","94.0","94.0","83.0","88.0","93.0","73.0","86.0","99.0","99.0","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","WSM","Samoa","MCV2","13.0","42.0","44.0","48.0","63.0","72.0","52.0","50.0","30.0","14.0","46.0","36.0","6.0","26.0","45.0","65.0","84.0","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SMR","San Marino","MCV2","84.0","78.0","81.0","86.0","86.0","85.0","89.0","92.0","90.0","92.0","92.0","94.0","94.0","94.0","94.0","94.0","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","STP","Sao Tome and Principe","MCV2","76.0","76.0","76.0","76.0","71.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SAU","Saudi Arabia","MCV2","97.0","96.0","96.0","96.0","98.0","99.0","98.0","97.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","96.0","96.0","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","SEN","Senegal","MCV2","63.0","70.0","75.0","54.0","13.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","SRB","Serbia","MCV2","90.0","91.0","90.0","86.0","91.0","82.0","90.0","90.0","91.0","87.0","97.0","96.0","90.0","98.0","96.0","96.0","75.0","74.0","78.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SYC","Seychelles","MCV2","97.0","99.0","99.0","98.0","98.0","97.0","99.0","99.0","98.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","SLE","Sierra Leone","MCV2","55.0","55.0","50.0","60.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SGP","Singapore","MCV2","84.0","90.0","88.0","90.0","90.0","90.0","95.0","96.0","96.0","95.0","96.0","96.0","96.0","95.0","96.0","96.0","96.0","96.0","98.0","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SVK","Slovakia","MCV2","97.0","97.0","97.0","98.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","98.0","98.0","99.0","99.0","99.0","99.0","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SVN","Slovenia","MCV2","94.0","94.0","93.0","96.0","94.0","95.0","96.0","96.0","96.0","98.0","98.0","98.0","99.0","99.0","99.0","98.0","98.0","98.0","98.0","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","SLB","Solomon Islands","MCV2","54.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SOM","Somalia","MCV2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZAF","South Africa","MCV2","50.0","53.0","63.0","59.0","55.0","50.0","53.0","54.0","55.0","63.0","54.0","49.0","53.0","48.0","51.0","52.0","46.0","54.0","62.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SSD","South Sudan","MCV2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","ESP","Spain","MCV2","94.0","93.0","95.0","94.0","93.0","91.0","90.0","91.0","92.0","90.0","94.0","95.0","94.0","92.0","91.0","","","","","","","","","","","","","","","","","","","","","","","",""
"South Asia","LKA","Sri Lanka","MCV2","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","97.0","97.0","98.0","99.0","95.0","90.0","92.0","52.0","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","PSE","State of Palestine","MCV2","99.0","99.0","99.0","99.0","99.0","98.0","97.0","95.0","94.0","97.0","99.0","87.0","92.0","97.0","94.0","94.0","93.0","94.0","95.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","SDN","Sudan","MCV2","72.0","72.0","69.0","69.0","61.0","57.0","24.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","SUR","Suriname","MCV2","39.0","41.0","43.0","28.0","18.0","18.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Europe","SWE","Sweden","MCV2","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","94.0","95.0","94.0","95.0","95.0","95.0","95.0","95.0","94.0","94.0","94.0","","","","","","","","","","","","","","","","","","","",""
"Western Europe","CHE","Switzerland","MCV2","89.0","89.0","87.0","87.0","87.0","86.0","86.0","86.0","83.0","83.0","83.0","71.0","71.0","71.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","SYR","Syrian Arab Republic","MCV2","54.0","59.0","52.0","47.0","49.0","51.0","53.0","71.0","82.0","82.0","81.0","81.0","81.0","81.0","82.0","83.0","84.0","83.0","80.0","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TJK","Tajikistan","MCV2","97.0","98.0","97.0","94.0","98.0","92.0","97.0","96.0","95.0","93.0","87.0","90.0","96.0","92.0","98.0","94.0","93.0","72.0","59.0","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","THA","Thailand","MCV2","87.0","95.0","95.0","95.0","94.0","94.0","91.0","91.0","91.0","91.0","91.0","94.0","94.0","95.0","95.0","92.0","89.0","86.0","99.0","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TLS","Timor-Leste","MCV2","54.0","57.0","30.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"West & Central Africa","TGO","Togo","MCV2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TON","Tonga","MCV2","85.0","85.0","85.0","85.0","78.0","86.0","81.0","85.0","84.0","84.0","84.0","85.0","85.0","84.0","85.0","82.0","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","TTO","Trinidad and Tobago","MCV2","92.0","90.0","65.0","79.0","93.0","86.0","85.0","83.0","82.0","80.0","81.0","87.0","78.0","84.0","78.0","73.0","77.0","80.0","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","TUN","Tunisia","MCV2","99.0","97.0","97.0","98.0","95.0","98.0","96.0","96.0","98.0","97.0","99.0","98.0","98.0","99.0","99.0","99.0","98.0","99.0","98.0","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TUR","Turkey","MCV2","87.0","86.0","85.0","86.0","88.0","98.0","85.0","86.0","91.0","88.0","92.0","94.0","84.0","98.0","97.0","97.0","83.0","91.0","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","TKM","Turkmenistan","MCV2","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","98.0","90.0","89.0","87.0","94.0","92.0","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","TUV","Tuvalu","MCV2","81.0","94.0","92.0","86.0","91.0","84.0","93.0","90.0","87.0","84.0","82.0","74.0","83.0","86.0","90.0","93.0","97.0","99.0","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","UGA","Uganda","MCV2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UKR","Ukraine","MCV2","90.0","84.0","31.0","57.0","57.0","54.0","54.0","56.0","41.0","68.0","95.0","96.0","98.0","96.0","97.0","99.0","98.0","98.0","99.0","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","ARE","United Arab Emirates","MCV2","99.0","99.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","93.0","92.0","93.0","93.0","94.0","92.0","92.0","92.0","92.0","92.0","","","","","","","","","","","","","","","","","","","",""
"Western Europe","GBR","United Kingdom","MCV2","88.0","88.0","89.0","89.0","89.0","88.0","87.0","85.0","84.0","79.0","75.0","74.0","75.0","75.0","76.0","77.0","74.0","74.0","76.0","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","TZA","United Republic of Tanzania","MCV2","84.0","79.0","71.0","57.0","29.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North America","USA","United States","MCV2","94.0","94.0","94.0","93.0","92.0","91.0","91.0","90.0","89.0","88.0","87.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","85.0","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","URY","Uruguay","MCV2","91.0","92.0","92.0","93.0","93.0","92.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern Europe & Central Asia","UZB","Uzbekistan","MCV2","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","54.0","8.0","26.0","44.0","63.0","81.0","99.0","98.0","97.0","98.0","98.0","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VUT","Vanuatu","MCV2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America & Caribbean","VEN","Venezuela (Bolivarian Republic of)","MCV2","39.0","59.0","53.0","52.0","50.0","38.0","33.0","26.0","31.0","6.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific","VNM","Viet Nam","MCV2","90.0","93.0","95.0","92.0","94.0","86.0","83.0","93.0","98.0","96.0","97.0","18.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","YEM","Yemen","MCV2","46.0","46.0","49.0","41.0","45.0","47.0","40.0","46.0","43.0","38.0","35.0","32.0","26.0","21.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZMB","Zambia","MCV2","65.0","64.0","58.0","47.0","33.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern & Southern Africa","ZWE","Zimbabwe","MCV2","78.0","78.0","63.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
