"unicef_region","iso3","country","vaccine","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980"
"Eastern Europe & Central Asia","AZE","Azerbaijan","MCV1","96.0","98.0","98.0","98.0","98.0","98.0","94.0","92.0","89.0","85.0","79.0","75.0","69.0","67.0","67.0","67.0","66.0","68.0","67.0","68.0","67.0","66.0","65.0","64.0","60.0","49.0","52.0","","","","","","","","","","","",""
"Latin America & Caribbean","BHS","Bahamas","MCV1","89.0","90.0","89.0","94.0","92.0","92.0","91.0","90.0","94.0","98.0","90.0","96.0","88.0","85.0","89.0","90.0","94.0","94.0","93.0","86.0","92.0","93.0","92.0","90.0","88.0","88.0","94.0","93.0","86.0","87.0","78.0","87.0","85.0","79.0","63.0","66.0","65.0","",""
"Middle East & North Africa","BHR","Bahrain","MCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","94.0","99.0","94.0","95.0","95.0","93.0","90.0","87.0","88.0","87.0","85.0","78.0","78.0","78.0","78.0","65.0","59.0","54.0","50.0","45.0"
"South Asia","BGD","Bangladesh","MCV1","97.0","97.0","97.0","97.0","94.0","91.0","88.0","93.0","88.0","93.0","92.0","89.0","83.0","88.0","81.0","76.0","75.0","77.0","74.0","71.0","71.0","72.0","69.0","79.0","78.0","74.0","69.0","68.0","65.0","53.0","13.0","6.0","3.0","1.0","1.0","1.0","1.0","",""
"Latin America & Caribbean","BRB","Barbados","MCV1","85.0","92.0","92.0","96.0","95.0","87.0","90.0","93.0","85.0","94.0","94.0","75.0","92.0","93.0","98.0","90.0","91.0","93.0","94.0","86.0","97.0","92.0","99.0","92.0","97.0","92.0","90.0","92.0","87.0","85.0","84.0","85.0","84.0","88.0","84.0","55.0","53.0","47.0","41.0"
"Eastern Europe & Central Asia","BLR","Belarus","MCV1","97.0","97.0","98.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","97.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","98.0","97.0","96.0","93.0","97.0","96.0","94.0","","","","","","","","","","","",""
"Western Europe","BEL","Belgium","MCV1","96.0","96.0","96.0","96.0","96.0","96.0","96.0","95.0","95.0","95.0","93.0","92.0","92.0","88.0","82.0","82.0","82.0","82.0","82.0","82.0","80.0","76.0","73.0","85.0","78.0","70.0","87.0","67.0","85.0","75.0","75.0","50.0","90.0","82.0","74.0","66.0","58.0","50.0",""
"Latin America & Caribbean","BLZ","Belize","MCV1","97.0","90.0","95.0","96.0","95.0","99.0","96.0","98.0","98.0","97.0","96.0","96.0","99.0","95.0","97.0","96.0","88.0","94.0","96.0","82.0","84.0","85.0","81.0","83.0","82.0","80.0","69.0","76.0","86.0","71.0","59.0","53.0","85.0","49.0","43.0","43.0","51.0","40.0","21.0"
"West & Central Africa","BEN","Benin","MCV1","71.0","70.0","68.0","67.0","65.0","68.0","74.0","70.0","68.0","71.0","66.0","70.0","66.0","61.0","63.0","65.0","66.0","68.0","70.0","69.0","67.0","66.0","60.0","65.0","78.0","67.0","70.0","60.0","79.0","48.0","30.0","26.0","20.0","23.0","","","","",""
"South Asia","BTN","Bhutan","MCV1","97.0","97.0","97.0","97.0","97.0","94.0","95.0","95.0","95.0","94.0","99.0","95.0","90.0","93.0","87.0","88.0","78.0","78.0","78.0","77.0","71.0","84.0","85.0","85.0","81.0","84.0","86.0","89.0","93.0","79.0","64.0","58.0","51.0","44.0","36.0","21.0","20.0","21.0","21.0"
"Latin America & Caribbean","BOL","Bolivia (Plurinational State of)","MCV1","89.0","83.0","94.0","95.0","89.0","87.0","92.0","96.0","88.0","93.0","92.0","86.0","88.0","89.0","90.0","96.0","91.0","88.0","84.0","79.0","65.0","51.0","61.0","58.0","64.0","57.0","57.0","54.0","53.0","59.0","58.0","57.0","55.0","21.0","20.0","13.0","15.0","17.0","13.0"
"Eastern Europe & Central Asia","BIH","Bosnia and Herzegovina","MCV1","68.0","69.0","68.0","83.0","89.0","92.0","94.0","89.0","91.0","93.0","84.0","96.0","85.0","90.0","88.0","84.0","89.0","92.0","80.0","83.0","84.0","86.0","70.0","53.0","57.0","48.0","52.0","","","","","","","","","","","",""
"Eastern & Southern Africa","BWA","Botswana","MCV1","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","96.0","96.0","95.0","95.0","94.0","93.0","93.0","92.0","92.0","91.0","91.0","90.0","89.0","89.0","89.0","89.0","88.0","88.0","88.0","88.0","87.0","87.0","87.0","87.0","91.0","85.0","82.0","79.0","75.0","70.0","63.0"
"Latin America & Caribbean","BRA","Brazil","MCV1","84.0","91.0","95.0","96.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","97.0","96.0","99.0","99.0","99.0","95.0","99.0","80.0","87.0","77.0","85.0","91.0","85.0","78.0","60.0","62.0","64.0","67.0","67.0","73.0","68.0","66.0","73.0","57.0"
"East Asia & Pacific","BRN","Brunei Darussalam","MCV1","99.0","97.0","98.0","96.0","97.0","96.0","95.0","91.0","94.0","99.0","99.0","97.0","97.0","98.0","99.0","98.0","99.0","99.0","99.0","94.0","99.0","98.0","99.0","99.0","99.0","99.0","92.0","96.0","99.0","99.0","99.0","99.0","99.0","98.0","90.0","94.0","88.0","80.0","73.0"
"Eastern Europe & Central Asia","BGR","Bulgaria","MCV1","93.0","94.0","92.0","92.0","93.0","95.0","94.0","95.0","97.0","96.0","96.0","96.0","96.0","96.0","95.0","96.0","92.0","90.0","89.0","96.0","95.0","93.0","95.0","94.0","93.0","88.0","92.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","90.0","98.0","98.0"
"West & Central Africa","BFA","Burkina Faso","MCV1","88.0","88.0","88.0","88.0","88.0","82.0","87.0","89.0","92.0","94.0","94.0","94.0","88.0","84.0","78.0","76.0","64.0","63.0","48.0","36.0","24.0","41.0","40.0","43.0","45.0","50.0","60.0","69.0","79.0","66.0","52.0","37.0","40.0","38.0","","","","",""
"Eastern & Southern Africa","BDI","Burundi","MCV1","88.0","90.0","93.0","93.0","94.0","98.0","93.0","93.0","92.0","91.0","84.0","88.0","92.0","87.0","78.0","76.0","75.0","73.0","72.0","70.0","68.0","77.0","79.0","80.0","42.0","69.0","69.0","74.0","74.0","73.0","46.0","54.0","59.0","32.0","27.0","54.0","40.0","28.0",""
"West & Central Africa","CPV","Cabo Verde","MCV1","99.0","96.0","93.0","92.0","93.0","91.0","91.0","96.0","97.0","97.0","96.0","95.0","94.0","92.0","91.0","90.0","89.0","88.0","86.0","85.0","84.0","83.0","84.0","85.0","87.0","88.0","82.0","76.0","79.0","84.0","80.0","75.0","58.0","54.0","","","","",""
"East Asia & Pacific","KHM","Cambodia","MCV1","84.0","84.0","84.0","84.0","83.0","79.0","84.0","88.0","90.0","92.0","89.0","79.0","78.0","79.0","80.0","65.0","52.0","59.0","65.0","63.0","54.0","50.0","56.0","62.0","50.0","36.0","33.0","39.0","34.0","39.0","39.0","53.0","54.0","29.0","27.0","","","",""
"West & Central Africa","CMR","Cameroon","MCV1","71.0","77.0","78.0","79.0","80.0","83.0","82.0","76.0","79.0","74.0","80.0","74.0","73.0","68.0","64.0","61.0","53.0","51.0","49.0","46.0","47.0","43.0","39.0","46.0","38.0","32.0","37.0","48.0","56.0","56.0","48.0","44.0","44.0","39.0","31.0","25.0","21.0","16.0",""
"North America","CAN","Canada","MCV1","90.0","90.0","89.0","89.0","90.0","90.0","89.0","88.0","90.0","91.0","93.0","94.0","93.0","94.0","94.0","95.0","95.0","95.0","96.0","96.0","96.0","96.0","97.0","96.0","97.0","96.0","94.0","92.0","89.0","87.0","85.0","70.0","","","","","","",""
"West & Central Africa","CAF","Central African Republic","MCV1","49.0","49.0","49.0","49.0","49.0","25.0","49.0","49.0","53.0","56.0","58.0","59.0","61.0","62.0","55.0","49.0","42.0","35.0","36.0","37.0","37.0","42.0","44.0","46.0","52.0","42.0","32.0","57.0","82.0","69.0","40.0","17.0","24.0","23.0","19.0","16.0","16.0","15.0","12.0"
"West & Central Africa","TCD","Chad","MCV1","37.0","37.0","37.0","46.0","45.0","57.0","63.0","54.0","46.0","36.0","27.0","31.0","39.0","27.0","16.0","23.0","25.0","26.0","28.0","30.0","20.0","30.0","22.0","26.0","24.0","19.0","25.0","28.0","32.0","32.0","17.0","16.0","12.0","7.0","10.0","","","",""
"Latin America & Caribbean","CHL","Chile","MCV1","93.0","93.0","93.0","96.0","97.0","90.0","90.0","91.0","93.0","93.0","96.0","92.0","91.0","90.0","94.0","96.0","95.0","96.0","97.0","94.0","98.0","96.0","93.0","97.0","96.0","94.0","89.0","99.0","97.0","92.0","95.0","92.0","91.0","92.0","94.0","95.0","96.0","95.0","94.0"
"East Asia & Pacific","CHN","China","MCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","94.0","93.0","86.0","86.0","85.0","85.0","85.0","84.0","84.0","83.0","83.0","84.0","80.0","75.0","81.0","87.0","92.0","98.0","95.0","95.0","77.0","63.0","88.0","84.0","78.0","","",""
"Latin America & Caribbean","COL","Colombia","MCV1","95.0","93.0","93.0","94.0","91.0","92.0","94.0","88.0","88.0","89.0","95.0","93.0","95.0","96.0","94.0","93.0","93.0","93.0","88.0","79.0","78.0","80.0","90.0","95.0","84.0","94.0","74.0","78.0","82.0","81.0","74.0","59.0","45.0","51.0","51.0","43.0","28.0","26.0","13.0"
"Eastern & Southern Africa","COM","Comoros","MCV1","90.0","90.0","90.0","90.0","86.0","85.0","85.0","79.0","72.0","79.0","76.0","65.0","66.0","67.0","76.0","67.0","71.0","70.0","70.0","69.0","67.0","49.0","43.0","69.0","59.0","56.0","51.0","40.0","87.0","85.0","40.0","71.0","71.0","18.0","42.0","","","",""
"West & Central Africa","COG","Congo","MCV1","75.0","70.0","67.0","80.0","80.0","80.0","80.0","83.0","75.0","63.0","69.0","59.0","61.0","54.0","65.0","50.0","37.0","35.0","34.0","23.0","21.0","18.0","42.0","38.0","47.0","55.0","60.0","64.0","75.0","75.0","73.0","69.0","69.0","67.0","52.0","59.0","55.0","49.0","49.0"
"East Asia & Pacific","COK","Cook Islands","MCV1","99.0","98.0","90.0","99.0","98.0","97.0","97.0","89.0","99.0","78.0","95.0","98.0","99.0","99.0","99.0","99.0","95.0","83.0","76.0","84.0","97.0","88.0","72.0","96.0","72.0","99.0","87.0","94.0","67.0","99.0","92.0","84.0","70.0","76.0","65.0","68.0","","",""
"Latin America & Caribbean","CRI","Costa Rica","MCV1","94.0","96.0","93.0","93.0","95.0","91.0","90.0","83.0","83.0","81.0","89.0","90.0","90.0","89.0","88.0","89.0","94.0","82.0","82.0","88.0","83.0","99.0","84.0","91.0","87.0","89.0","92.0","96.0","90.0","77.0","97.0","93.0","90.0","78.0","76.0","84.0","87.0","79.0","60.0"
"West & Central Africa","CIV","Cote d'Ivoire","MCV1","71.0","70.0","71.0","65.0","59.0","69.0","74.0","49.0","70.0","67.0","63.0","67.0","73.0","84.0","78.0","70.0","71.0","71.0","68.0","57.0","66.0","68.0","65.0","57.0","55.0","52.0","54.0","57.0","56.0","41.0","31.0","30.0","31.0","31.0","31.0","","","",""
"Eastern Europe & Central Asia","HRV","Croatia","MCV1","93.0","89.0","90.0","93.0","94.0","94.0","95.0","96.0","96.0","95.0","96.0","96.0","95.0","96.0","96.0","94.0","95.0","94.0","93.0","92.0","91.0","91.0","92.0","92.0","90.0","90.0","90.0","","","","","","","","","","","",""
"Latin America & Caribbean","CUB","Cuba","MCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","97.0","96.0","98.0","99.0","99.0","98.0","96.0","94.0","96.0","99.0","96.0","99.0","99.0","99.0","96.0","99.0","99.0","94.0","98.0","89.0","99.0","80.0","85.0","82.0","94.0","55.0","49.0","48.0"
"Western Europe","CYP","Cyprus","MCV1","90.0","90.0","90.0","90.0","86.0","86.0","86.0","87.0","87.0","87.0","87.0","87.0","87.0","86.0","86.0","86.0","86.0","86.0","86.0","87.0","89.0","90.0","90.0","83.0","82.0","81.0","80.0","78.0","77.0","76.0","74.0","91.0","60.0","43.0","25.0","19.0","21.0","28.0","29.0"
"Western Europe","CZE","Czechia","MCV1","96.0","97.0","98.0","99.0","99.0","99.0","98.0","98.0","98.0","98.0","97.0","98.0","97.0","97.0","97.0","97.0","98.0","97.0","97.0","97.0","95.0","96.0","97.0","96.0","97.0","98.0","","","","","","","","","","","","",""
"East Asia & Pacific","PRK","Democratic People's Republic of Korea","MCV1","98.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","98.0","98.0","99.0","96.0","96.0","95.0","95.0","98.0","92.0","78.0","63.0","49.0","34.0","50.0","67.0","83.0","99.0","99.0","98.0","98.0","99.0","58.0","35.0","44.0","38.0","31.0","30.0","29.0","31.0","29.0"
"West & Central Africa","COD","Democratic Republic of the Congo","MCV1","80.0","80.0","77.0","79.0","77.0","76.0","72.0","74.0","74.0","72.0","64.0","68.0","63.0","61.0","57.0","49.0","42.0","35.0","46.0","15.0","20.0","20.0","21.0","27.0","39.0","33.0","25.0","17.0","38.0","41.0","44.0","41.0","39.0","40.0","30.0","30.0","25.0","23.0","18.0"
"Western Europe","DNK","Denmark","MCV1","95.0","97.0","94.0","91.0","90.0","89.0","90.0","87.0","85.0","84.0","87.0","89.0","90.0","95.0","96.0","96.0","95.0","94.0","99.0","92.0","91.0","84.0","85.0","88.0","88.0","81.0","85.0","86.0","84.0","80.0","72.0","82.0","","","","","","",""
"Eastern & Southern Africa","DJI","Djibouti","MCV1","86.0","81.0","75.0","74.0","71.0","80.0","83.0","84.0","85.0","84.0","73.0","74.0","67.0","65.0","60.0","66.0","62.0","49.0","50.0","23.0","21.0","31.0","41.0","41.0","42.0","41.0","41.0","53.0","85.0","75.0","68.0","22.0","19.0","27.0","20.0","18.0","15.0","",""
"Latin America & Caribbean","DMA","Dominica","MCV1","84.0","77.0","96.0","96.0","94.0","93.0","99.0","99.0","99.0","99.0","99.0","96.0","97.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","88.0","88.0","90.0","87.0","97.0","93.0","85.0","63.0","43.0","",""
"Latin America & Caribbean","DOM","Dominican Republic","MCV1","95.0","86.0","85.0","90.0","88.0","83.0","88.0","87.0","85.0","84.0","83.0","82.0","81.0","79.0","81.0","83.0","86.0","88.0","85.0","83.0","80.0","79.0","79.0","78.0","76.0","75.0","73.0","72.0","70.0","65.0","29.0","71.0","71.0","54.0","19.0","24.0","25.0","18.0","30.0"
"Latin America & Caribbean","ECU","Ecuador","MCV1","83.0","81.0","86.0","84.0","85.0","97.0","96.0","94.0","95.0","97.0","98.0","98.0","97.0","93.0","99.0","99.0","99.0","99.0","99.0","99.0","89.0","77.0","79.0","81.0","83.0","85.0","69.0","54.0","60.0","57.0","53.0","47.0","50.0","51.0","54.0","34.0","45.0","31.0","24.0"
"Middle East & North Africa","EGY","Egypt","MCV1","94.0","94.0","95.0","92.0","93.0","96.0","93.0","96.0","96.0","95.0","92.0","97.0","98.0","98.0","97.0","98.0","97.0","97.0","98.0","96.0","98.0","92.0","92.0","89.0","89.0","89.0","89.0","89.0","86.0","86.0","85.0","76.0","78.0","74.0","47.0","41.0","41.0","41.0","41.0"
"Latin America & Caribbean","SLV","El Salvador","MCV1","81.0","85.0","90.0","95.0","95.0","94.0","93.0","89.0","92.0","91.0","95.0","99.0","98.0","99.0","93.0","90.0","93.0","95.0","97.0","94.0","99.0","98.0","94.0","93.0","80.0","86.0","55.0","54.0","98.0","73.0","63.0","48.0","51.0","71.0","41.0","46.0","43.0","44.0","45.0"
"West & Central Africa","GNQ","Equatorial Guinea","MCV1","30.0","30.0","30.0","27.0","44.0","42.0","35.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","82.0","82.0","81.0","81.0","80.0","79.0","82.0","85.0","88.0","18.0","46.0","32.0","17.0","11.0","","","","",""
"Eastern & Southern Africa","ERI","Eritrea","MCV1","99.0","99.0","99.0","97.0","90.0","94.0","98.0","98.0","97.0","97.0","96.0","96.0","95.0","95.0","96.0","92.0","83.0","84.0","76.0","88.0","79.0","73.0","66.0","58.0","51.0","34.0","","","","","","","","","","","","",""
"Western Europe","EST","Estonia","MCV1","87.0","93.0","93.0","93.0","93.0","94.0","94.0","94.0","95.0","95.0","95.0","96.0","96.0","96.0","96.0","95.0","95.0","95.0","93.0","92.0","89.0","88.0","86.0","81.0","76.0","74.0","","","","","","","","","","","","",""
"Eastern & Southern Africa","SWZ","Eswatini","MCV1","89.0","89.0","89.0","89.0","97.0","96.0","88.0","87.0","94.0","94.0","94.0","94.0","93.0","93.0","93.0","93.0","93.0","93.0","92.0","92.0","92.0","92.0","82.0","94.0","94.0","85.0","85.0","80.0","85.0","85.0","85.0","65.0","74.0","54.0","50.0","46.0","38.0","30.0",""
"Eastern & Southern Africa","ETH","Ethiopia","MCV1","61.0","65.0","66.0","65.0","54.0","55.0","62.0","68.0","64.0","59.0","54.0","49.0","44.0","40.0","35.0","35.0","36.0","35.0","36.0","37.0","44.0","51.0","54.0","38.0","54.0","22.0","12.0","17.0","38.0","23.0","15.0","13.0","10.0","12.0","8.0","7.0","7.0","3.0","4.0"
"East Asia & Pacific","FJI","Fiji","MCV1","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","94.0","92.0","90.0","88.0","86.0","85.0","83.0","81.0","79.0","77.0","75.0","94.0","94.0","96.0","96.0","91.0","93.0","84.0","65.0","69.0","64.0","61.0","57.0","22.0","25.0","2.0","40.0","32.0"
"Western Europe","FIN","Finland","MCV1","96.0","94.0","94.0","95.0","96.0","97.0","97.0","97.0","98.0","98.0","97.0","98.0","97.0","97.0","97.0","97.0","96.0","96.0","96.0","96.0","96.0","96.0","98.0","98.0","99.0","99.0","99.0","97.0","97.0","95.0","98.0","92.0","87.0","85.0","83.0","81.0","75.0","70.0",""
"Western Europe","FRA","France","MCV1","90.0","90.0","90.0","91.0","91.0","90.0","91.0","89.0","89.0","89.0","89.0","90.0","89.0","87.0","88.0","87.0","86.0","85.0","84.0","83.0","82.0","83.0","84.0","83.0","80.0","78.0","76.0","74.0","71.0","58.0","51.0","45.0","39.0","35.0","26.0","15.0","","",""
"West & Central Africa","GAB","Gabon","MCV1","59.0","63.0","64.0","68.0","61.0","70.0","71.0","72.0","62.0","63.0","67.0","62.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","56.0","56.0","57.0","57.0","60.0","63.0","66.0","71.0","76.0","76.0","68.0","67.0","66.0","58.0","","","","",""
"West & Central Africa","GMB","Gambia","MCV1","91.0","90.0","97.0","97.0","96.0","96.0","95.0","91.0","92.0","96.0","92.0","88.0","89.0","91.0","92.0","90.0","90.0","89.0","89.0","90.0","90.0","91.0","94.0","91.0","89.0","87.0","83.0","87.0","86.0","85.0","80.0","88.0","62.0","75.0","79.0","70.0","71.0","70.0","69.0"
"Eastern Europe & Central Asia","GEO","Georgia","MCV1","98.0","95.0","93.0","96.0","92.0","97.0","93.0","91.0","94.0","83.0","97.0","97.0","96.0","90.0","86.0","76.0","75.0","74.0","73.0","76.0","73.0","69.0","65.0","61.0","63.0","61.0","16.0","","","","","","","","","","","",""
"Western Europe","DEU","Germany","MCV1","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","96.0","96.0","96.0","95.0","94.0","94.0","92.0","92.0","92.0","91.0","91.0","92.0","90.0","89.0","75.0","75.0","75.0","75.0","75.0","75.0","70.0","50.0","48.0","47.0","50.0","50.0","25.0"
"West & Central Africa","GHA","Ghana","MCV1","92.0","95.0","89.0","89.0","92.0","89.0","88.0","91.0","93.0","93.0","86.0","95.0","85.0","83.0","83.0","80.0","78.0","78.0","90.0","81.0","78.0","73.0","71.0","70.0","68.0","66.0","64.0","63.0","61.0","65.0","59.0","51.0","31.0","21.0","10.0","16.0","21.0","23.0","16.0"
"Western Europe","GRC","Greece","MCV1","97.0","97.0","97.0","97.0","97.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","96.0","95.0","94.0","92.0","91.0","89.0","88.0","89.0","90.0","90.0","70.0","70.0","72.0","72.0","72.0","76.0","76.0","82.0","81.0","39.0","77.0","75.0","","","",""
"Latin America & Caribbean","GRD","Grenada","MCV1","84.0","85.0","95.0","99.0","94.0","94.0","94.0","95.0","95.0","98.0","99.0","98.0","98.0","99.0","74.0","99.0","96.0","99.0","92.0","94.0","97.0","92.0","85.0","88.0","87.0","99.0","73.0","96.0","85.0","89.0","48.0","77.0","62.0","49.0","31.0","7.0","5.0","",""
"Latin America & Caribbean","GTM","Guatemala","MCV1","87.0","86.0","86.0","77.0","67.0","85.0","93.0","89.0","93.0","92.0","96.0","86.0","95.0","93.0","95.0","94.0","92.0","91.0","86.0","83.0","79.0","74.0","69.0","83.0","66.0","71.0","59.0","49.0","68.0","60.0","55.0","24.0","55.0","23.0","24.0","9.0","12.0","8.0","23.0"
"West & Central Africa","GIN","Guinea","MCV1","48.0","48.0","48.0","48.0","50.0","54.0","58.0","62.0","58.0","53.0","55.0","57.0","51.0","51.0","50.0","48.0","46.0","44.0","42.0","40.0","52.0","56.0","61.0","61.0","58.0","55.0","52.0","42.0","35.0","27.0","27.0","28.0","28.0","29.0","29.0","30.0","34.0","15.0",""
"West & Central Africa","GNB","Guinea-Bissau","MCV1","86.0","86.0","86.0","85.0","84.0","82.0","81.0","83.0","76.0","69.0","71.0","73.0","74.0","76.0","75.0","74.0","73.0","72.0","71.0","70.0","61.0","51.0","49.0","45.0","68.0","68.0","60.0","52.0","53.0","65.0","52.0","68.0","59.0","35.0","31.0","27.0","","",""
"Latin America & Caribbean","GUY","Guyana","MCV1","98.0","99.0","99.0","99.0","99.0","99.0","99.0","98.0","95.0","97.0","95.0","96.0","90.0","92.0","88.0","89.0","93.0","92.0","86.0","87.0","93.0","82.0","91.0","77.0","83.0","92.0","73.0","76.0","73.0","69.0","55.0","52.0","42.0","40.0","56.0","51.0","68.0","",""
"Latin America & Caribbean","HTI","Haiti","MCV1","69.0","69.0","69.0","69.0","69.0","68.0","66.0","65.0","64.0","63.0","62.0","60.0","59.0","58.0","57.0","57.0","56.0","55.0","55.0","54.0","53.0","52.0","50.0","49.0","48.0","44.0","39.0","35.0","31.0","31.0","59.0","23.0","26.0","21.0","8.0","6.0","3.0","",""
"Latin America & Caribbean","HND","Honduras","MCV1","89.0","96.0","96.0","96.0","96.0","97.0","97.0","97.0","98.0","98.0","93.0","94.0","95.0","96.0","92.0","95.0","97.0","99.0","98.0","98.0","98.0","89.0","91.0","89.0","93.0","94.0","89.0","86.0","90.0","94.0","76.0","57.0","60.0","53.0","44.0","49.0","48.0","34.0","31.0"
"Western Europe","HUN","Hungary","MCV1","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0"
"Western Europe","ISL","Iceland","MCV1","93.0","92.0","91.0","93.0","90.0","91.0","90.0","94.0","93.0","92.0","96.0","95.0","95.0","90.0","93.0","93.0","91.0","88.0","91.0","94.0","96.0","99.0","99.0","99.0","98.0","99.0","99.0","99.0","99.0","99.0","99.0","97.0","95.0","96.0","96.0","81.0","","",""
"South Asia","IND","India","MCV1","90.0","90.0","88.0","87.0","85.0","83.0","83.0","84.0","82.0","78.0","72.0","70.0","69.0","68.0","64.0","60.0","56.0","57.0","56.0","56.0","53.0","55.0","66.0","72.0","67.0","59.0","51.0","43.0","56.0","42.0","32.0","24.0","10.0","1.0","","","","",""
